timestamp,open,high,low,close,volume
1761324420000,136.4982,136.5092,136.4422,136.4771,0
1761324480000,136.5045,136.5585,136.4763,136.4987,0
1761324540000,136.478,136.628,136.4614,136.5978,0
1761324600000,136.6084,136.6475,136.543,136.5671,0
1761324660000,136.5531,136.5964,136.536,136.5637,0
1761324720000,136.5699,136.6868,136.5629,136.6383,0
1761324780000,136.6375,136.6375,136.5672,136.5867,0
1761324840000,136.5988,136.7068,136.5988,136.6766,0
1761324900000,136.7142,136.7267,136.5966,136.7071,0
1761324960000,136.7082,136.7641,136.6625,136.7641,0
1761325020000,136.762,136.8419,136.7469,136.8304,0
1761325080000,136.8256,136.8796,136.7903,136.8545,0
1761325140000,136.8589,136.8919,136.7366,136.8322,0
1761325200000,136.8321,136.8674,136.6837,136.6837,0
1761325260000,136.6771,136.8556,136.654,136.824,0
1761325320000,136.8356,136.8356,136.5904,136.5904,0
1761325380000,136.5814,136.7222,136.5762,136.7209,0
1761325440000,136.7296,136.8417,136.6934,136.8286,0
1761325500000,136.8032,136.8567,136.7512,136.7753,0
1761325560000,136.77,136.7926,136.7319,136.7884,0
1761325620000,136.8123,136.841,136.7237,136.7738,0
1761325680000,136.7869,136.791,136.7035,136.7258,0
1761325740000,136.7393,136.7393,136.5892,136.5892,0
1761325800000,136.583,136.5898,136.5306,136.5623,0
1761325860000,136.5652,136.637,136.5573,136.5761,0
1761325920000,136.5683,136.68,136.5683,136.6453,0
1761325980000,136.6447,136.6742,136.5242,136.5264,0
1761326040000,136.536,136.6829,136.5138,136.6591,0
1761326100000,136.6573,136.742,136.6573,136.6717,0
1761326160000,136.6915,136.6979,136.6115,136.6396,0
1761326220000,136.6449,136.7561,136.6013,136.6961,0
1761326280000,136.6999,136.7087,136.5756,136.6228,0
1761326340000,136.6159,136.6249,136.4744,136.5271,0
1761326400000,136.5338,136.5574,136.4237,136.4855,0
1761326460000,136.5052,136.6582,136.5052,136.6148,0
1761326520000,136.6103,136.6434,136.5517,136.6434,0
1761326580000,136.647,136.6824,136.5811,136.6353,0
1761326640000,136.6186,136.6259,136.4236,136.4458,0
1761326700000,136.4466,136.5653,136.4095,136.5497,0
1761326760000,136.5777,136.6703,136.5777,136.6202,0
1761326820000,136.6261,136.6819,136.5582,136.6282,0
1761326880000,136.6134,136.7207,136.565,136.5787,0
1761326940000,136.5591,136.5594,136.4486,136.4776,0
1761327000000,136.4762,136.5885,136.4762,136.5296,0
1761327060000,136.5234,136.6502,136.5234,136.6251,0
1761327120000,136.6285,136.7745,136.6241,136.7745,0
1761327180000,136.778,136.9435,136.778,136.9435,0
1761327240000,136.9214,136.9943,136.9112,136.9262,0
1761327300000,136.9202,136.9202,136.7131,136.7131,0
1761327360000,136.7253,136.7499,136.6677,136.7072,0
1761327420000,136.7095,136.7282,136.6499,136.7202,0
1761327480000,136.746,136.7735,136.5754,136.581,0
1761327540000,136.599,136.6773,136.5571,136.6332,0
1761327600000,136.6339,136.7708,136.6339,136.7362,0
1761327660000,136.7325,136.7761,136.6566,136.6843,0
1761327720000,136.6786,136.6998,136.5012,136.5638,0
1761327780000,136.5768,136.6087,136.5261,136.5915,0
1761327840000,136.5921,136.72,136.5833,136.72,0
1761327900000,136.712,136.8337,136.6756,136.7906,0
1761327960000,136.7721,136.8274,136.6508,136.7171,0
1761328020000,136.7397,136.822,136.7082,136.7728,0
1761328080000,136.7485,136.7965,136.6995,136.6995,0
1761328140000,136.6722,136.7093,136.5733,136.5942,0
1761328200000,136.5823,136.5823,136.4687,136.5114,0
1761328260000,136.5026,136.6424,136.5026,136.5353,0
1761328320000,136.518,136.5522,136.467,136.467,0
1761328380000,136.4719,136.6102,136.469,136.5958,0
1761328440000,136.5988,136.5988,136.3527,136.3771,0
1761328500000,136.3699,136.5026,136.3508,136.5026,0
1761328560000,136.5197,136.5197,136.4166,136.4259,0
1761328620000,136.4371,136.4371,136.1461,136.1629,0
1761328680000,136.1753,136.1753,136.0318,136.0347,0
1761328740000,136.0363,136.2196,136.0291,136.2153,0
1761328800000,136.2284,136.2284,136.1204,136.1364,0
1761328860000,136.1035,136.1835,136.0728,136.1442,0
1761328920000,136.1453,136.16,135.9614,135.9903,0
1761328980000,136.0088,136.0159,135.8991,135.9037,0
1761329040000,135.8989,135.8989,135.815,135.8607,0
1761329100000,135.8355,135.8534,135.7736,135.8301,0
1761329160000,135.8412,136.0382,135.8412,136.012,0
1761329220000,136.01,136.1821,136.0028,136.1821,0
1761329280000,136.1847,136.3893,136.1847,136.3893,0
1761329340000,136.3822,136.3871,136.2861,136.3507,0
1761329400000,136.3287,136.3959,136.2738,136.2913,0
1761329460000,136.2927,136.3258,136.2081,136.2508,0
1761329520000,136.2231,136.2552,136.1501,136.2103,0
1761329580000,136.1923,136.4597,136.1883,136.4597,0
1761329640000,136.4577,136.5244,136.4283,136.5244,0
1761329700000,136.5184,136.6245,136.4642,136.4642,0
1761329760000,136.4587,136.4728,136.2728,136.2886,0
1761329820000,136.2852,136.5196,136.2626,136.4893,0
1761329880000,136.5182,136.5317,136.4408,136.4515,0
1761329940000,136.4512,136.5957,136.4512,136.5046,0
1761330000000,136.5071,136.5596,136.4053,136.4349,0
1761330060000,136.4346,136.5006,136.364,136.4704,0
1761330120000,136.4674,136.5536,136.4674,136.4888,0
1761330180000,136.4631,136.4846,136.3736,136.4563,0
1761330240000,136.4735,136.6157,136.4614,136.5858,0
1761330300000,136.5763,136.6085,136.4969,136.6085,0
1761330360000,136.5654,136.6883,136.5361,136.5361,0
1761330420000,136.5272,136.6621,136.5033,136.5821,0
1761330480000,136.5561,136.6047,136.5374,136.5899,0
1761330540000,136.5855,136.7365,136.5442,136.7365,0
1761330600000,136.7432,136.8678,136.7432,136.7847,0
1761330660000,136.8009,136.9101,136.7797,136.8871,0
