TradeID,Direction,EntryTime,EntryPrice,EntryRSI,ExitReason,Profit,BarsHeld,BestPricePct,SqueezeDuration,ATR,HourOfDay,DayOfWeek
1,LONG,2025-10-24T17:49:00.000Z,53818.52,61.9,TP,215.27,22,112.6,12,76.67,17,5
2,SHORT,2025-10-24T18:17:00.000Z,53757.87,42.3,TP,215.03,8,117.3,2,78.90,18,5
5,LONG,2025-10-24T20:51:00.000Z,53953.55,63.1,TP,215.81,10,137.4,8,80.90,20,5
9,LONG,2025-10-24T22:52:00.000Z,54578.51,57.5,TP,218.31,10,119.7,1,83.45,22,5
10,SHORT,2025-10-24T23:28:00.000Z,54631.01,42.9,TP,218.52,11,111.3,2,80.74,23,5
12,SHORT,2025-10-25T00:36:00.000Z,54273.20,36.0,TP,217.09,6,116.9,3,82.26,0,6
21,LONG,2025-10-25T05:02:00.000Z,54015.62,57.9,TP,216.06,10,104.6,5,75.56,5,6
22,LONG,2025-10-25T05:39:00.000Z,54610.92,69.6,TP,218.44,11,102.7,5,81.41,5,6
23,SHORT,2025-10-25T05:59:00.000Z,54300.91,32.5,TP,217.20,3,108.4,2,78.75,5,6
26,SHORT,2025-10-25T07:29:00.000Z,53953.05,33.1,TP,215.81,5,100.7,9,72.70,7,6
34,LONG,2025-10-25T13:18:00.000Z,53883.81,58.7,TP,215.54,20,129.0,5,78.81,13,6
41,SHORT,2025-10-25T16:50:00.000Z,53703.35,36.9,TP,214.81,4,123.2,20,69.67,16,6
44,SHORT,2025-10-25T17:42:00.000Z,53441.79,34.0,TP,213.77,4,117.9,7,91.38,17,6
50,SHORT,2025-10-25T19:34:00.000Z,53303.59,31.8,TP,213.21,7,143.2,4,76.68,19,6
54,LONG,2025-10-25T20:55:00.000Z,53207.62,55.9,TP,212.83,13,118.4,8,77.03,20,6
57,SHORT,2025-10-25T22:29:00.000Z,53320.33,33.0,TP,213.28,17,100.3,9,81.11,22,6
58,SHORT,2025-10-25T22:47:00.000Z,53017.75,28.9,TP,212.07,8,133.1,3,84.58,22,6
60,SHORT,2025-10-26T00:01:00.000Z,52414.40,38.9,TP,209.66,9,128.3,4,74.15,0,0
61,LONG,2025-10-26T00:32:00.000Z,52342.55,58.5,TP,209.37,33,110.0,4,69.98,0,0
66,SHORT,2025-10-26T04:17:00.000Z,51100.00,41.2,TP,204.40,8,109.0,20,73.08,4,0
67,SHORT,2025-10-26T04:47:00.000Z,50876.02,33.1,TP,203.50,10,109.9,2,69.03,4,0
68,SHORT,2025-10-26T05:24:00.000Z,50639.62,40.1,TP,202.56,16,116.9,7,70.63,5,0
72,SHORT,2025-10-26T07:15:00.000Z,50360.12,41.7,TP,201.44,6,105.1,20,65.68,7,0
74,LONG,2025-10-26T08:35:00.000Z,49872.44,59.8,TP,199.49,26,107.1,15,69.51,8,0
82,LONG,2025-10-26T11:34:00.000Z,49979.22,57.7,TP,199.92,4,103.5,7,70.48,11,0
83,LONG,2025-10-26T11:39:00.000Z,50255.37,73.3,TP,201.02,13,106.8,2,70.82,11,0
87,SHORT,2025-10-26T14:18:00.000Z,50430.84,39.5,TP,201.72,9,130.9,20,74.63,14,0
96,SHORT,2025-10-26T17:48:00.000Z,50254.42,38.4,TP,201.02,3,108.6,6,81.60,17,0
97,SHORT,2025-10-26T19:19:00.000Z,49400.17,39.6,TP,197.60,10,102.0,9,74.43,19,0
99,LONG,2025-10-26T21:11:00.000Z,50258.74,60.0,TP,201.03,10,103.3,11,76.11,21,0
101,LONG,2025-10-26T21:56:00.000Z,50575.76,64.9,TP,202.30,11,154.0,11,76.87,21,0
103,SHORT,2025-10-26T22:34:00.000Z,50529.33,37.8,TP,202.12,9,118.0,6,83.66,22,0
105,SHORT,2025-10-26T23:42:00.000Z,49729.91,32.1,TP,198.92,4,102.3,3,85.83,23,0
107,LONG,2025-10-27T01:30:00.000Z,49199.31,59.5,TP,196.80,7,129.9,2,77.08,1,1
109,SHORT,2025-10-27T02:33:00.000Z,49555.81,44.1,TP,198.22,9,103.0,2,73.73,2,1
111,LONG,2025-10-27T04:19:00.000Z,49963.91,65.3,TP,199.86,25,102.0,4,78.50,4,1
115,LONG,2025-10-27T06:07:00.000Z,50352.05,64.0,TP,201.41,9,101.9,8,72.55,6,1
117,SHORT,2025-10-27T06:43:00.000Z,50385.47,40.9,TP,201.54,3,117.4,13,73.15,6,1
122,LONG,2025-10-27T08:31:00.000Z,50340.39,55.1,TP,201.36,23,106.8,3,67.67,8,1
125,SHORT,2025-10-27T09:46:00.000Z,50447.42,40.3,TP,201.79,8,112.5,13,72.55,9,1
127,LONG,2025-10-27T10:16:00.000Z,50338.08,55.2,TP,201.35,9,102.3,4,86.62,10,1
129,LONG,2025-10-27T11:45:00.000Z,49785.96,59.6,TP,199.14,4,100.5,5,79.48,11,1
131,LONG,2025-10-27T13:16:00.000Z,50121.52,61.0,TP,200.49,5,100.2,4,63.55,13,1
132,LONG,2025-10-27T13:22:00.000Z,50362.73,77.3,TP,201.45,7,112.6,6,67.10,13,1
133,LONG,2025-10-27T16:18:00.000Z,49611.12,55.8,TP,198.44,20,103.7,7,79.78,16,1
136,SHORT,2025-10-27T18:16:00.000Z,48793.99,32.9,TP,195.18,13,118.6,9,65.48,18,1
137,SHORT,2025-10-27T18:30:00.000Z,48568.72,29.6,TP,194.27,26,126.2,7,67.27,18,1
139,LONG,2025-10-27T19:15:00.000Z,48476.70,55.7,TP,193.91,4,103.7,1,74.40,19,1
140,LONG,2025-10-27T19:53:00.000Z,48812.44,64.5,TP,195.25,4,103.1,8,72.86,19,1
142,LONG,2025-10-27T20:58:00.000Z,49160.99,60.2,TP,196.64,18,112.4,7,69.12,20,1
147,LONG,2025-10-27T23:35:00.000Z,48629.39,69.5,TP,194.52,3,115.3,4,73.34,23,1
148,SHORT,2025-10-28T01:54:00.000Z,47971.53,40.2,TP,191.89,27,104.0,19,65.79,1,2
158,LONG,2025-10-28T06:17:00.000Z,47449.44,67.6,TP,189.80,8,115.9,6,72.81,6,2
160,LONG,2025-10-28T07:08:00.000Z,47755.49,58.1,TP,191.02,24,146.4,7,69.91,7,2
164,LONG,2025-10-28T09:34:00.000Z,48131.21,66.0,TP,192.52,9,124.9,3,74.07,9,2
168,LONG,2025-10-28T11:07:00.000Z,48635.15,60.7,TP,194.54,14,138.1,20,69.40,11,2
169,LONG,2025-10-28T11:22:00.000Z,48974.60,74.7,TP,195.90,11,117.5,8,72.97,11,2
174,SHORT,2025-10-28T14:42:00.000Z,49427.10,33.4,TP,197.71,6,102.3,13,73.84,14,2
183,SHORT,2025-10-28T19:08:00.000Z,49091.60,32.3,TP,196.37,20,101.7,1,74.48,19,2
184,LONG,2025-10-28T20:29:00.000Z,48850.07,64.4,TP,195.40,10,107.6,7,66.50,20,2
185,LONG,2025-10-28T21:04:00.000Z,49161.31,66.3,TP,196.65,8,103.5,13,71.79,21,2
192,LONG,2025-10-28T23:15:00.000Z,49616.60,63.5,TP,198.47,11,106.9,6,76.17,23,2
194,LONG,2025-10-29T00:56:00.000Z,49782.31,65.7,TP,199.13,13,122.7,9,61.56,0,3
198,SHORT,2025-10-29T02:54:00.000Z,49676.59,32.5,TP,198.71,13,102.1,18,73.16,2,3
205,SHORT,2025-10-29T08:08:00.000Z,49046.65,38.5,TP,196.19,32,140.5,5,70.79,8,3
208,SHORT,2025-10-29T09:36:00.000Z,48794.91,32.4,TP,195.18,21,100.0,10,71.06,9,3
209,LONG,2025-10-29T10:08:00.000Z,48818.66,60.0,TP,195.27,8,103.2,14,64.29,10,3
213,LONG,2025-10-29T14:18:00.000Z,48522.37,58.4,TP,194.09,15,106.2,2,67.89,14,3
216,LONG,2025-10-29T16:05:00.000Z,48764.96,61.9,TP,195.06,10,124.7,20,74.11,16,3
219,SHORT,2025-10-29T17:46:00.000Z,48841.87,37.0,TP,195.37,3,105.2,8,70.33,17,3
227,SHORT,2025-10-29T21:49:00.000Z,48156.29,37.6,TP,192.63,18,124.4,18,77.92,21,3
233,LONG,2025-10-30T00:39:00.000Z,47652.27,57.3,TP,190.61,5,110.0,17,63.75,0,4
235,LONG,2025-10-30T01:22:00.000Z,47830.95,60.2,TP,191.32,7,119.9,3,70.63,1,4
240,SHORT,2025-10-30T06:47:00.000Z,49868.71,39.2,TP,199.47,5,108.0,1,81.41,6,4
245,SHORT,2025-10-30T08:22:00.000Z,49415.94,31.9,TP,197.66,17,100.3,3,77.81,8,4
247,SHORT,2025-10-30T09:20:00.000Z,48932.80,30.1,TP,195.73,14,120.3,2,66.09,9,4
248,SHORT,2025-10-30T10:22:00.000Z,48424.26,40.6,TP,193.70,9,104.7,1,76.26,10,4
250,SHORT,2025-10-30T11:22:00.000Z,47946.62,38.1,TP,191.79,8,110.3,1,68.85,11,4
251,LONG,2025-10-30T11:40:00.000Z,48054.58,58.9,TP,192.22,6,101.0,1,73.34,11,4
256,LONG,2025-10-30T13:50:00.000Z,47700.55,63.3,TP,190.80,4,110.4,20,67.17,13,4
257,LONG,2025-10-30T13:55:00.000Z,47934.52,74.9,TP,191.74,24,101.9,17,68.22,13,4
263,SHORT,2025-10-30T18:11:00.000Z,48091.35,28.8,TP,192.37,21,104.6,3,65.65,18,4
267,LONG,2025-10-30T19:48:00.000Z,48178.62,65.5,TP,192.71,10,109.6,15,66.86,19,4
272,SHORT,2025-10-30T21:51:00.000Z,47720.61,35.4,TP,190.88,10,103.8,6,69.43,21,4
278,LONG,2025-10-31T00:38:00.000Z,47119.53,56.1,TP,188.48,9,114.2,4,65.27,0,5
281,LONG,2025-10-31T02:29:00.000Z,48049.35,69.0,TP,192.20,17,108.0,4,71.83,2,5
282,SHORT,2025-10-31T02:57:00.000Z,47956.79,42.0,TP,191.83,21,111.0,10,70.65,2,5
284,LONG,2025-10-31T03:30:00.000Z,48018.04,63.2,TP,192.07,15,107.9,8,70.60,3,5
287,LONG,2025-10-31T04:57:00.000Z,48800.64,65.0,TP,195.20,6,103.6,3,72.08,4,5
290,SHORT,2025-10-31T06:23:00.000Z,48432.92,29.8,TP,193.73,22,118.8,2,65.45,6,5
292,LONG,2025-10-31T07:12:00.000Z,48494.45,64.6,TP,193.98,14,110.3,8,76.06,7,5
295,LONG,2025-10-31T08:44:00.000Z,48904.80,61.5,TP,195.62,6,121.5,19,63.90,8,5
296,LONG,2025-10-31T08:51:00.000Z,49148.52,77.8,TP,196.59,5,122.9,13,61.39,8,5
298,LONG,2025-10-31T10:28:00.000Z,49362.20,66.7,TP,197.45,21,117.5,1,74.80,10,5
299,LONG,2025-10-31T11:24:00.000Z,49683.13,66.3,TP,198.73,9,108.6,19,70.50,11,5
303,SHORT,2025-10-31T13:18:00.000Z,49425.21,34.6,TP,197.70,8,105.9,1,76.70,13,5
307,LONG,2025-10-31T14:38:00.000Z,48793.19,60.7,TP,195.17,8,108.6,1,72.56,14,5
308,LONG,2025-10-31T16:01:00.000Z,49552.63,60.9,TP,198.21,7,122.0,12,73.50,16,5
320,LONG,2025-10-31T21:23:00.000Z,49258.46,64.1,TP,197.03,9,101.2,10,76.36,21,5
323,SHORT,2025-10-31T23:05:00.000Z,49087.03,37.3,TP,196.35,14,103.6,4,79.79,23,5
331,SHORT,2025-11-01T03:06:00.000Z,48622.27,33.6,TP,194.49,3,146.4,1,68.45,3,6
333,LONG,2025-11-01T03:41:00.000Z,48599.22,71.1,TP,194.40,16,103.5,6,61.24,3,6
336,LONG,2025-11-01T05:01:00.000Z,48671.68,62.5,TP,194.69,13,111.3,2,66.49,5,6
345,LONG,2025-11-01T09:38:00.000Z,49103.42,66.8,TP,196.41,6,101.0,6,60.73,9,6
346,SHORT,2025-11-01T10:38:00.000Z,48818.48,44.4,TP,195.27,7,101.2,12,70.52,10,6
352,SHORT,2025-11-01T12:31:00.000Z,48139.20,36.3,TP,192.56,27,101.7,1,83.42,12,6
356,SHORT,2025-11-01T14:19:00.000Z,47563.19,40.6,TP,190.25,5,127.8,18,65.11,14,6
357,SHORT,2025-11-01T14:25:00.000Z,47232.72,23.7,TP,188.93,6,108.7,15,70.68,14,6
360,SHORT,2025-11-01T16:08:00.000Z,47130.03,41.4,TP,188.52,12,109.4,8,74.39,16,6
361,SHORT,2025-11-01T16:21:00.000Z,46830.08,28.7,TP,187.32,21,122.1,7,73.71,16,6
363,SHORT,2025-11-01T17:02:00.000Z,46459.44,30.3,TP,185.84,19,104.0,5,62.69,17,6
367,SHORT,2025-11-01T18:47:00.000Z,46459.46,40.3,TP,185.84,6,131.4,3,74.59,18,6
380,LONG,2025-11-02T00:40:00.000Z,47247.51,70.4,TP,188.99,5,102.6,3,70.30,0,0
382,SHORT,2025-11-02T01:35:00.000Z,47271.70,39.6,TP,189.09,33,136.2,18,73.23,1,0
386,LONG,2025-11-02T03:36:00.000Z,47547.05,73.8,TP,190.19,16,103.8,2,65.40,3,0
387,SHORT,2025-11-02T04:08:00.000Z,47454.84,38.6,TP,189.82,7,105.1,5,62.43,4,0
389,SHORT,2025-11-02T06:00:00.000Z,48170.46,39.5,TP,192.68,18,106.6,14,65.09,6,0
395,LONG,2025-11-02T09:17:00.000Z,47962.48,60.0,TP,191.85,6,109.7,3,79.35,9,0
396,LONG,2025-11-02T09:25:00.000Z,48303.37,76.3,TP,193.21,13,120.0,3,78.63,9,0
402,LONG,2025-11-02T11:42:00.000Z,48955.88,72.7,TP,195.82,8,100.9,8,73.92,11,0
411,SHORT,2025-11-02T14:38:00.000Z,48906.95,37.3,TP,195.63,5,102.2,19,75.91,14,0
414,SHORT,2025-11-02T15:36:00.000Z,48336.27,33.6,TP,193.35,7,117.6,6,72.20,15,0
417,SHORT,2025-11-02T17:52:00.000Z,48533.35,31.4,TP,194.13,5,126.1,1,67.77,17,0
422,SHORT,2025-11-02T19:34:00.000Z,48243.67,33.4,TP,192.97,12,107.4,1,73.83,19,0
423,LONG,2025-11-02T20:54:00.000Z,48064.45,56.3,TP,192.26,5,102.1,5,67.70,20,0
424,LONG,2025-11-02T21:34:00.000Z,48050.37,55.3,TP,192.20,11,117.6,5,69.28,21,0
425,SHORT,2025-11-02T22:05:00.000Z,48058.63,39.5,TP,192.23,3,116.7,8,67.54,22,0
428,SHORT,2025-11-03T00:18:00.000Z,47834.03,33.3,TP,191.34,21,104.2,5,63.21,0,1
429,SHORT,2025-11-03T00:40:00.000Z,47647.57,24.1,TP,190.59,4,118.9,7,65.09,0,1
432,SHORT,2025-11-03T02:01:00.000Z,47547.29,36.9,TP,190.19,9,115.7,2,67.69,2,1
436,SHORT,2025-11-03T03:21:00.000Z,47107.70,30.5,TP,188.43,19,111.3,2,69.60,3,1
441,LONG,2025-11-03T05:16:00.000Z,47017.06,60.8,TP,188.07,5,104.3,16,72.01,5,1
444,SHORT,2025-11-03T06:31:00.000Z,46636.31,28.7,TP,186.55,8,135.9,7,63.86,6,1
449,SHORT,2025-11-03T09:53:00.000Z,45878.16,36.9,TP,183.51,2,102.8,6,69.77,9,1
450,SHORT,2025-11-03T10:24:00.000Z,45510.87,33.5,TP,182.04,9,130.1,8,65.99,10,1
452,LONG,2025-11-03T11:25:00.000Z,45414.49,64.3,TP,181.66,3,109.4,8,61.46,11,1
454,SHORT,2025-11-03T12:42:00.000Z,46449.97,35.4,TP,185.80,7,140.2,11,63.99,12,1
458,SHORT,2025-11-03T14:22:00.000Z,45888.87,30.7,TP,183.56,3,133.7,20,63.91,14,1
460,SHORT,2025-11-03T18:05:00.000Z,43492.72,41.7,TP,173.97,16,106.0,9,59.70,18,1
461,SHORT,2025-11-03T18:22:00.000Z,43280.35,32.3,TP,173.12,21,101.6,4,63.14,18,1
463,SHORT,2025-11-03T18:59:00.000Z,43027.43,31.5,TP,172.11,12,110.6,19,60.10,18,1
465,LONG,2025-11-03T21:28:00.000Z,43604.78,62.1,TP,174.42,11,102.5,10,63.74,21,1
467,SHORT,2025-11-03T22:42:00.000Z,43528.50,42.5,TP,174.11,6,109.8,4,61.80,22,1
475,LONG,2025-11-04T02:50:00.000Z,42462.30,55.5,TP,169.85,7,104.2,3,58.11,2,2
477,SHORT,2025-11-04T03:31:00.000Z,42255.05,28.5,TP,169.02,9,101.5,1,58.35,3,2
478,SHORT,2025-11-04T03:58:00.000Z,42004.48,32.3,TP,168.02,40,105.6,7,65.55,3,2
479,SHORT,2025-11-04T04:40:00.000Z,41810.74,37.1,TP,167.24,5,144.0,20,61.59,4,2
480,SHORT,2025-11-04T04:46:00.000Z,41570.88,22.6,TP,166.28,11,109.2,14,65.61,4,2
482,LONG,2025-11-04T06:25:00.000Z,42021.77,62.5,TP,168.09,8,124.6,19,59.46,6,2
485,SHORT,2025-11-04T08:06:00.000Z,41964.29,34.6,TP,167.86,12,100.6,3,63.36,8,2
486,LONG,2025-11-04T09:19:00.000Z,42051.82,59.8,TP,168.21,16,104.2,15,66.41,9,2
487,LONG,2025-11-04T09:43:00.000Z,42308.71,65.5,TP,169.23,7,111.1,6,66.13,9,2
492,LONG,2025-11-04T11:27:00.000Z,42493.01,67.0,TP,169.97,8,154.2,5,60.95,11,2
494,LONG,2025-11-04T12:49:00.000Z,42764.62,58.5,TP,171.06,19,116.8,2,61.76,12,2
496,SHORT,2025-11-04T14:10:00.000Z,42657.02,36.9,TP,170.63,11,108.9,3,63.67,14,2
497,SHORT,2025-11-04T14:36:00.000Z,42414.53,31.6,TP,169.66,9,123.2,2,63.20,14,2
499,LONG,2025-11-04T15:10:00.000Z,42291.96,56.7,TP,169.17,8,127.1,11,52.33,15,2
501,LONG,2025-11-04T16:49:00.000Z,42061.42,55.3,TP,168.25,9,104.3,2,56.74,16,2
502,LONG,2025-11-04T17:52:00.000Z,42379.36,59.8,TP,169.52,5,117.5,20,55.90,17,2
504,LONG,2025-11-04T18:46:00.000Z,42779.09,57.0,TP,171.12,16,100.0,15,68.23,18,2
505,LONG,2025-11-04T19:03:00.000Z,42958.13,68.5,TP,171.83,49,108.2,4,68.49,19,2
506,LONG,2025-11-04T19:53:00.000Z,43177.36,66.6,TP,172.71,4,140.9,10,58.96,19,2
507,LONG,2025-11-04T19:58:00.000Z,43400.14,78.0,TP,173.60,6,126.1,11,60.96,19,2
509,LONG,2025-11-04T20:43:00.000Z,43758.14,63.6,TP,175.03,14,125.5,1,61.03,20,2
510,LONG,2025-11-04T20:58:00.000Z,43990.71,77.0,TP,175.96,4,123.2,5,58.81,20,2
518,LONG,2025-11-05T02:12:00.000Z,44833.99,60.4,TP,179.34,14,111.0,11,67.36,2,3
522,SHORT,2025-11-05T03:41:00.000Z,44423.03,30.6,TP,177.69,17,110.5,6,61.56,3,3
524,LONG,2025-11-05T04:20:00.000Z,44399.01,59.3,TP,177.60,10,119.7,8,66.52,4,3
525,SHORT,2025-11-05T05:32:00.000Z,44399.61,40.1,TP,177.60,4,103.7,12,62.73,5,3
528,SHORT,2025-11-05T06:34:00.000Z,44201.75,39.2,TP,176.81,10,113.8,4,57.48,6,3
529,SHORT,2025-11-05T06:45:00.000Z,43955.78,26.6,TP,175.82,28,135.5,6,62.66,6,3
531,SHORT,2025-11-05T07:32:00.000Z,43568.60,30.5,TP,174.27,20,108.7,2,66.37,7,3
533,LONG,2025-11-05T08:28:00.000Z,43580.55,61.8,TP,174.32,13,115.0,20,57.27,8,3
535,LONG,2025-11-05T09:19:00.000Z,43769.10,60.4,TP,175.08,16,121.0,5,65.44,9,3
536,SHORT,2025-11-05T09:57:00.000Z,43687.06,38.7,TP,174.75,13,148.6,2,62.49,9,3
537,SHORT,2025-11-05T10:11:00.000Z,43350.64,26.2,TP,173.40,3,130.3,5,68.92,10,3
540,LONG,2025-11-05T11:13:00.000Z,43565.33,61.8,TP,174.26,7,109.4,18,61.69,11,3
541,SHORT,2025-11-05T11:52:00.000Z,43660.36,38.6,TP,174.64,11,120.0,1,57.13,11,3
542,LONG,2025-11-05T12:30:00.000Z,43880.87,70.2,TP,175.52,18,116.3,3,61.47,12,3
545,LONG,2025-11-05T15:24:00.000Z,43592.79,56.3,TP,174.37,13,114.0,3,62.70,15,3
547,LONG,2025-11-05T16:01:00.000Z,43887.95,64.0,TP,175.55,6,128.7,17,67.08,16,3
549,SHORT,2025-11-05T17:45:00.000Z,43764.86,38.1,TP,175.06,7,106.9,5,60.33,17,3
550,SHORT,2025-11-05T18:55:00.000Z,43329.28,25.9,TP,173.32,4,108.6,5,55.90,18,3
551,SHORT,2025-11-05T19:00:00.000Z,43140.71,19.0,TP,172.56,12,107.0,5,57.50,19,3
552,LONG,2025-11-05T19:32:00.000Z,43114.78,57.2,TP,172.46,5,104.4,3,57.75,19,3
555,LONG,2025-11-05T20:38:00.000Z,43289.64,65.5,TP,173.16,24,136.8,1,72.36,20,3
559,LONG,2025-11-05T21:50:00.000Z,43549.85,60.0,TP,174.20,6,115.1,3,67.21,21,3
561,LONG,2025-11-05T22:24:00.000Z,43783.85,65.3,TP,175.14,8,105.6,6,55.31,22,3
563,SHORT,2025-11-05T23:29:00.000Z,43811.13,35.2,TP,175.24,3,101.7,5,59.74,23,3
567,LONG,2025-11-06T01:18:00.000Z,44136.81,57.9,TP,176.55,17,114.4,12,63.96,1,4
568,LONG,2025-11-06T01:37:00.000Z,44351.46,74.1,TP,177.41,7,110.7,3,58.13,1,4
570,LONG,2025-11-06T02:58:00.000Z,44739.15,65.9,TP,178.96,3,114.3,4,65.77,2,4
574,LONG,2025-11-06T05:20:00.000Z,45718.54,60.4,TP,182.87,12,130.0,20,63.34,5,4
584,SHORT,2025-11-06T10:21:00.000Z,45434.67,35.2,TP,181.74,2,100.6,7,63.40,10,4
585,SHORT,2025-11-06T10:46:00.000Z,45077.64,26.7,TP,180.31,11,101.7,1,66.26,10,4
588,LONG,2025-11-06T12:14:00.000Z,45180.33,65.3,TP,180.72,11,120.8,3,64.70,12,4
592,LONG,2025-11-06T14:26:00.000Z,45957.07,69.7,TP,183.83,7,102.2,20,65.93,14,4
593,LONG,2025-11-06T14:56:00.000Z,46130.26,63.7,TP,184.52,11,112.0,2,64.52,14,4
594,LONG,2025-11-06T15:08:00.000Z,46417.30,73.9,TP,185.67,21,119.9,3,62.47,15,4
596,LONG,2025-11-06T15:56:00.000Z,46501.40,60.7,TP,186.01,11,100.9,6,64.91,15,4
598,SHORT,2025-11-06T16:35:00.000Z,46303.37,36.5,TP,185.21,8,114.2,6,69.02,16,4
599,SHORT,2025-11-06T16:44:00.000Z,46054.87,22.4,TP,184.22,7,120.3,13,69.19,16,4
601,LONG,2025-11-06T17:21:00.000Z,46139.62,65.7,TP,184.56,14,113.1,10,62.12,17,4
608,SHORT,2025-11-06T20:34:00.000Z,45742.44,33.1,TP,182.97,6,121.0,20,63.38,20,4
609,SHORT,2025-11-06T20:41:00.000Z,45487.77,21.2,TP,181.95,13,101.0,15,62.22,20,4
612,SHORT,2025-11-06T22:38:00.000Z,44888.59,39.7,TP,179.55,8,103.0,7,54.76,22,4
614,LONG,2025-11-06T23:13:00.000Z,44826.44,59.2,TP,179.31,29,103.7,11,63.80,23,4
615,LONG,2025-11-06T23:43:00.000Z,44983.96,63.8,TP,179.94,4,113.0,14,66.46,23,4
616,LONG,2025-11-06T23:48:00.000Z,45205.65,75.4,TP,180.82,7,125.7,14,71.55,23,4
620,SHORT,2025-11-07T01:17:00.000Z,45279.28,38.3,TP,181.12,14,115.8,19,73.61,1,5
624,LONG,2025-11-07T03:30:00.000Z,45253.99,60.7,TP,181.02,11,117.9,3,70.64,3,5
627,SHORT,2025-11-07T05:17:00.000Z,45203.81,39.3,TP,180.82,11,106.2,7,62.98,5,5
629,SHORT,2025-11-07T05:55:00.000Z,45080.27,41.1,TP,180.32,8,102.3,6,71.88,5,5
630,SHORT,2025-11-07T06:07:00.000Z,44725.89,24.1,TP,178.90,13,124.4,7,68.23,6,5
633,LONG,2025-11-07T07:38:00.000Z,45068.49,67.9,TP,180.27,14,106.2,10,65.33,7,5
635,SHORT,2025-11-07T10:02:00.000Z,44996.57,33.3,TP,179.99,15,108.1,7,63.28,10,5
636,SHORT,2025-11-07T12:32:00.000Z,44719.19,36.7,TP,178.88,14,119.8,5,68.09,12,5
637,SHORT,2025-11-07T12:47:00.000Z,44427.74,27.5,TP,177.71,6,125.7,1,71.31,12,5
640,SHORT,2025-11-07T14:22:00.000Z,43799.13,29.8,TP,175.20,6,112.0,3,71.77,14,5
642,LONG,2025-11-07T15:10:00.000Z,43691.62,62.7,TP,174.77,6,100.8,11,62.86,15,5
644,LONG,2025-11-07T15:50:00.000Z,43862.30,60.9,TP,175.45,14,102.1,2,60.93,15,5
651,LONG,2025-11-07T19:41:00.000Z,43936.82,55.2,TP,175.75,17,105.0,3,63.41,19,5
658,SHORT,2025-11-07T23:09:00.000Z,44021.02,35.6,TP,176.08,4,110.1,11,62.97,23,5
661,SHORT,2025-11-08T00:07:00.000Z,43526.32,27.8,TP,174.11,3,126.5,14,63.63,0,6
662,SHORT,2025-11-08T00:12:00.000Z,43247.49,16.0,TP,172.99,12,131.9,12,65.87,0,6
676,SHORT,2025-11-08T06:23:00.000Z,42742.24,33.9,TP,170.97,19,120.5,4,64.82,6,6
677,SHORT,2025-11-08T07:15:00.000Z,42430.28,38.4,TP,169.72,11,124.0,1,69.30,7,6
678,SHORT,2025-11-08T07:27:00.000Z,42187.82,27.6,TP,168.75,7,104.0,1,68.61,7,6
680,SHORT,2025-11-08T08:35:00.000Z,42091.66,37.1,TP,168.37,15,113.6,16,51.98,8,6
681,SHORT,2025-11-08T08:51:00.000Z,41886.59,30.9,TP,167.55,7,120.0,19,61.29,8,6
685,LONG,2025-11-08T12:15:00.000Z,41828.01,62.8,TP,167.31,5,121.5,8,57.25,12,6
688,SHORT,2025-11-08T14:08:00.000Z,42374.20,38.8,TP,169.50,39,146.5,8,54.89,14,6
689,SHORT,2025-11-08T14:48:00.000Z,42160.11,33.3,TP,168.64,8,110.2,20,57.47,14,6
691,SHORT,2025-11-08T15:46:00.000Z,41946.92,35.9,TP,167.79,5,102.6,7,64.04,15,6
695,SHORT,2025-11-08T17:28:00.000Z,41800.33,38.2,TP,167.20,6,102.9,6,67.70,17,6
697,SHORT,2025-11-08T18:21:00.000Z,41869.17,40.3,TP,167.48,10,115.9,9,60.42,18,6
699,LONG,2025-11-08T19:00:00.000Z,42166.70,66.0,TP,168.67,15,113.2,1,63.12,19,6
706,LONG,2025-11-08T21:32:00.000Z,42009.29,59.0,TP,168.04,13,117.2,5,59.68,21,6
707,LONG,2025-11-08T21:46:00.000Z,42237.47,69.7,TP,168.95,5,102.8,6,60.69,21,6
709,SHORT,2025-11-08T23:00:00.000Z,42191.17,43.2,TP,168.76,5,116.0,7,64.54,23,6
713,LONG,2025-11-09T01:21:00.000Z,42542.30,63.6,TP,170.17,12,100.8,3,60.79,1,0
719,SHORT,2025-11-09T04:03:00.000Z,42564.72,37.2,TP,170.26,12,112.0,2,58.41,4,0
723,LONG,2025-11-09T05:27:00.000Z,42497.15,57.9,TP,169.99,42,105.2,6,57.70,5,0
