timestamp,dateUTC,hourUTC,dayOfWeek,session,price,atr,atrPercent,range,rangePercent,bbWidth,bbWidthPercent,adx,regime,rsi,ema8,ema21,ema50,trendStrength,bbUpper,bbLower,bbMiddle,distanceFromBBMiddle,distanceFromBBMiddlePercent,pricePosition
1763946540,2025-11-24T01:09:00.000Z,1,Monday,ASIAN,1.15076,0.000059,0.0051,0.000010,0.0009,0.000418,0.0363,28.01,TREND_UP,59.18,1.150743,1.150689,1.150588,1.00,1.150891,1.150472,1.150682,0.000078,0.0068,MIDDLE
1763946600,2025-11-24T01:10:00.000Z,1,Monday,ASIAN,1.15076,0.000057,0.0049,0.000030,0.0026,0.000410,0.0357,28.21,TREND_UP,59.18,1.150747,1.150696,1.150594,1.00,1.150896,1.150486,1.150691,0.000069,0.0060,MIDDLE
1763946660,2025-11-24T01:11:00.000Z,1,Monday,ASIAN,1.15076,0.000054,0.0047,0.000020,0.0017,0.000396,0.0344,28.22,TREND_UP,59.18,1.150750,1.150702,1.150601,1.00,1.150899,1.150503,1.150701,0.000059,0.0051,MIDDLE
1763946720,2025-11-24T01:12:00.000Z,1,Monday,ASIAN,1.15068,0.000056,0.0049,0.000080,0.0070,0.000368,0.0320,27.00,RANGE_VOLATILE,50.54,1.150734,1.150700,1.150604,0.50,1.150892,1.150524,1.150708,-0.000028,-0.0024,MIDDLE
1763946780,2025-11-24T01:13:00.000Z,1,Monday,ASIAN,1.15066,0.000055,0.0048,0.000040,0.0035,0.000329,0.0286,25.56,RANGE_VOLATILE,48.63,1.150718,1.150696,1.150606,0.50,1.150880,1.150550,1.150715,-0.000055,-0.0048,MIDDLE
1763946840,2025-11-24T01:14:00.000Z,1,Monday,ASIAN,1.15064,0.000054,0.0047,0.000050,0.0043,0.000310,0.0269,23.98,RANGE_QUIET,46.73,1.150701,1.150691,1.150607,0.50,1.150873,1.150564,1.150719,-0.000079,-0.0068,LOWER
1763946900,2025-11-24T01:15:00.000Z,1,Monday,ASIAN,1.15076,0.000062,0.0054,0.000150,0.0130,0.000280,0.0243,23.67,RANGE_QUIET,57.48,1.150714,1.150697,1.150613,1.00,1.150868,1.150588,1.150728,0.000032,0.0028,MIDDLE
1763946960,2025-11-24T01:16:00.000Z,1,Monday,ASIAN,1.15064,0.000070,0.0061,0.000170,0.0148,0.000271,0.0235,23.11,RANGE_QUIET,47.22,1.150697,1.150692,1.150615,0.50,1.150865,1.150594,1.150730,-0.000090,-0.0078,LOWER
1763947020,2025-11-24T01:17:00.000Z,1,Monday,ASIAN,1.15062,0.000067,0.0058,0.000030,0.0026,0.000279,0.0242,22.30,RANGE_QUIET,45.75,1.150680,1.150685,1.150615,0.00,1.150868,1.150588,1.150728,-0.000108,-0.0094,LOWER
1763947080,2025-11-24T01:18:00.000Z,1,Monday,ASIAN,1.15064,0.000068,0.0060,0.000090,0.0078,0.000285,0.0248,22.27,RANGE_QUIET,47.51,1.150671,1.150681,1.150616,0.00,1.150869,1.150584,1.150726,-0.000086,-0.0075,LOWER
1763947140,2025-11-24T01:19:00.000Z,1,Monday,ASIAN,1.1506,0.000068,0.0059,0.000060,0.0052,0.000305,0.0265,21.95,RANGE_QUIET,44.41,1.150655,1.150674,1.150615,-0.50,1.150874,1.150569,1.150721,-0.000121,-0.0106,LOWER
1763947200,2025-11-24T01:20:00.000Z,1,Monday,ASIAN,1.1506,0.000064,0.0055,0.000010,0.0009,0.000321,0.0279,21.65,RANGE_QUIET,44.41,1.150643,1.150667,1.150615,-0.50,1.150874,1.150553,1.150713,-0.000113,-0.0099,LOWER
1763947260,2025-11-24T01:21:00.000Z,1,Monday,ASIAN,1.15056,0.000063,0.0055,0.000050,0.0043,0.000347,0.0302,20.61,RANGE_QUIET,41.29,1.150625,1.150657,1.150612,-0.50,1.150880,1.150532,1.150706,-0.000146,-0.0127,LOWER
1763947320,2025-11-24T01:22:00.000Z,1,Monday,ASIAN,1.15052,0.000063,0.0054,0.000060,0.0052,0.000335,0.0291,19.19,RANGE_QUIET,38.39,1.150601,1.150645,1.150609,-0.50,1.150855,1.150519,1.150687,-0.000167,-0.0145,LOWER
1763947380,2025-11-24T01:23:00.000Z,1,Monday,ASIAN,1.15056,0.000062,0.0054,0.000060,0.0052,0.000317,0.0276,17.86,RANGE_QUIET,42.73,1.150592,1.150637,1.150607,-0.50,1.150831,1.150514,1.150672,-0.000112,-0.0098,LOWER
1763947440,2025-11-24T01:24:00.000Z,1,Monday,ASIAN,1.15071,0.000069,0.0060,0.000140,0.0122,0.000294,0.0255,18.17,RANGE_QUIET,55.41,1.150618,1.150644,1.150611,0.50,1.150814,1.150521,1.150667,0.000042,0.0037,MIDDLE
1763947500,2025-11-24T01:25:00.000Z,1,Monday,ASIAN,1.15071,0.000065,0.0057,0.000020,0.0017,0.000295,0.0256,18.55,RANGE_QUIET,55.41,1.150639,1.150650,1.150615,0.50,1.150815,1.150521,1.150668,0.000042,0.0037,MIDDLE
1763947560,2025-11-24T01:26:00.000Z,1,Monday,ASIAN,1.15066,0.000064,0.0056,0.000050,0.0043,0.000292,0.0254,18.30,RANGE_QUIET,51.04,1.150643,1.150651,1.150617,0.50,1.150812,1.150519,1.150665,-0.000005,-0.0005,MIDDLE
1763947620,2025-11-24T01:27:00.000Z,1,Monday,ASIAN,1.15075,0.000067,0.0059,0.000110,0.0096,0.000299,0.0260,18.58,RANGE_QUIET,57.53,1.150667,1.150660,1.150622,1.00,1.150817,1.150518,1.150667,0.000083,0.0072,UPPER
1763947680,2025-11-24T01:28:00.000Z,1,Monday,ASIAN,1.15078,0.000066,0.0057,0.000050,0.0043,0.000305,0.0265,19.22,RANGE_QUIET,59.46,1.150692,1.150671,1.150628,1.00,1.150821,1.150516,1.150668,0.000112,0.0097,UPPER
1763947740,2025-11-24T01:29:00.000Z,1,Monday,ASIAN,1.1509,0.000070,0.0061,0.000120,0.0104,0.000358,0.0311,20.62,RANGE_QUIET,66.09,1.150738,1.150692,1.150639,1.00,1.150855,1.150496,1.150675,0.000225,0.0195,UPPER
1763947800,2025-11-24T01:30:00.000Z,1,Monday,ASIAN,1.15091,0.000069,0.0060,0.000050,0.0043,0.000407,0.0354,22.25,RANGE_QUIET,66.58,1.150777,1.150711,1.150649,1.00,1.150886,1.150480,1.150683,0.000227,0.0197,UPPER
1763947860,2025-11-24T01:31:00.000Z,1,Monday,ASIAN,1.1509,0.000069,0.0060,0.000070,0.0061,0.000445,0.0386,23.77,RANGE_VOLATILE,65.56,1.150804,1.150729,1.150659,1.00,1.150912,1.150468,1.150690,0.000210,0.0182,UPPER
1763947920,2025-11-24T01:32:00.000Z,1,Monday,ASIAN,1.15099,0.000071,0.0062,0.000100,0.0087,0.000516,0.0448,25.38,TREND_UP,70.02,1.150845,1.150752,1.150672,1.00,1.150963,1.150448,1.150705,0.000285,0.0247,UPPER
1763947980,2025-11-24T01:33:00.000Z,1,Monday,ASIAN,1.15103,0.000074,0.0065,0.000120,0.0104,0.000586,0.0509,27.56,TREND_UP,71.77,1.150886,1.150778,1.150686,1.00,1.151017,1.150431,1.150724,0.000306,0.0266,UPPER
1763948040,2025-11-24T01:34:00.000Z,1,Monday,ASIAN,1.15106,0.000073,0.0064,0.000060,0.0052,0.000649,0.0564,29.59,TREND_UP,73.04,1.150925,1.150803,1.150701,1.00,1.151069,1.150421,1.150745,0.000315,0.0274,UPPER
1763948100,2025-11-24T01:35:00.000Z,1,Monday,ASIAN,1.15092,0.000078,0.0068,0.000140,0.0122,0.000666,0.0579,30.12,RANGE_VOLATILE,59.57,1.150924,1.150814,1.150709,0.50,1.151086,1.150420,1.150753,0.000167,0.0145,UPPER
1763948160,2025-11-24T01:36:00.000Z,1,Monday,ASIAN,1.15095,0.000078,0.0068,0.000080,0.0070,0.000679,0.0590,29.87,TREND_UP,61.22,1.150930,1.150826,1.150719,1.00,1.151108,1.150429,1.150768,0.000182,0.0158,UPPER
1763948220,2025-11-24T01:37:00.000Z,1,Monday,ASIAN,1.15086,0.000079,0.0069,0.000080,0.0070,0.000669,0.0581,29.49,RANGE_VOLATILE,54.08,1.150914,1.150829,1.150724,0.50,1.151115,1.150446,1.150780,0.000080,0.0069,MIDDLE
1763948280,2025-11-24T01:38:00.000Z,1,Monday,ASIAN,1.15099,0.000083,0.0072,0.000130,0.0113,0.000680,0.0591,29.56,TREND_UP,61.13,1.150931,1.150844,1.150735,1.00,1.151138,1.150458,1.150798,0.000192,0.0167,UPPER
1763948340,2025-11-24T01:39:00.000Z,1,Monday,ASIAN,1.15098,0.000078,0.0067,0.000010,0.0009,0.000672,0.0584,29.63,TREND_UP,60.36,1.150942,1.150856,1.150744,1.00,1.151153,1.150481,1.150817,0.000163,0.0142,MIDDLE
1763948400,2025-11-24T01:40:00.000Z,1,Monday,ASIAN,1.15099,0.000075,0.0065,0.000040,0.0035,0.000657,0.0571,29.36,TREND_UP,60.89,1.150953,1.150868,1.150754,1.00,1.151165,1.150508,1.150837,0.000153,0.0133,MIDDLE
1763948460,2025-11-24T01:41:00.000Z,1,Monday,ASIAN,1.15104,0.000075,0.0065,0.000070,0.0061,0.000628,0.0546,29.66,TREND_UP,63.51,1.150972,1.150884,1.150765,1.00,1.151174,1.150547,1.150860,0.000180,0.0156,UPPER
1763948520,2025-11-24T01:42:00.000Z,1,Monday,ASIAN,1.15106,0.000071,0.0062,0.000030,0.0026,0.000567,0.0493,30.03,TREND_UP,64.54,1.150992,1.150900,1.150777,1.00,1.151171,1.150604,1.150888,0.000172,0.0150,UPPER
1763948580,2025-11-24T01:43:00.000Z,1,Monday,ASIAN,1.1511,0.000071,0.0061,0.000060,0.0052,0.000510,0.0443,30.78,TREND_UP,66.56,1.151016,1.150918,1.150789,1.00,1.151170,1.150659,1.150915,0.000185,0.0161,UPPER
1763948640,2025-11-24T01:44:00.000Z,1,Monday,ASIAN,1.15116,0.000070,0.0061,0.000070,0.0061,0.000517,0.0449,31.85,TREND_UP,69.38,1.151048,1.150940,1.150804,1.00,1.151195,1.150679,1.150937,0.000223,0.0194,UPPER
1763948700,2025-11-24T01:45:00.000Z,1,Monday,ASIAN,1.15116,0.000069,0.0060,0.000050,0.0043,0.000507,0.0441,32.99,TREND_UP,69.38,1.151073,1.150960,1.150818,1.00,1.151213,1.150706,1.150960,0.000200,0.0174,UPPER
1763948760,2025-11-24T01:46:00.000Z,1,Monday,ASIAN,1.15115,0.000067,0.0058,0.000040,0.0035,0.000453,0.0394,33.84,TREND_UP,68.26,1.151090,1.150977,1.150831,1.00,1.151210,1.150758,1.150984,0.000166,0.0144,UPPER
1763948820,2025-11-24T01:47:00.000Z,1,Monday,ASIAN,1.15114,0.000064,0.0056,0.000030,0.0026,0.000418,0.0363,34.63,TREND_UP,67.11,1.151101,1.150992,1.150843,1.00,1.151213,1.150794,1.151004,0.000136,0.0119,UPPER
1763948880,2025-11-24T01:48:00.000Z,1,Monday,ASIAN,1.15116,0.000062,0.0054,0.000030,0.0026,0.000386,0.0335,35.37,TREND_UP,68.27,1.151114,1.151007,1.150856,1.00,1.151215,1.150830,1.151023,0.000137,0.0119,UPPER
1763948940,2025-11-24T01:49:00.000Z,1,Monday,ASIAN,1.15127,0.000068,0.0059,0.000150,0.0130,0.000424,0.0369,37.04,TREND_UP,73.75,1.151149,1.151031,1.150872,1.00,1.151253,1.150829,1.151041,0.000229,0.0199,UPPER
1763949000,2025-11-24T01:50:00.000Z,1,Monday,ASIAN,1.15121,0.000070,0.0061,0.000090,0.0078,0.000431,0.0374,38.59,TREND_UP,66.95,1.151162,1.151048,1.150885,1.00,1.151271,1.150841,1.151056,0.000154,0.0134,UPPER
1763949060,2025-11-24T01:51:00.000Z,1,Monday,ASIAN,1.15115,0.000071,0.0062,0.000090,0.0078,0.000413,0.0359,38.24,RANGE_VOLATILE,60.91,1.151160,1.151057,1.150895,0.50,1.151275,1.150862,1.151069,0.000081,0.0071,MIDDLE
1763949120,2025-11-24T01:52:00.000Z,1,Monday,ASIAN,1.15107,0.000073,0.0063,0.000090,0.0078,0.000407,0.0354,36.95,RANGE_VOLATILE,53.92,1.151140,1.151058,1.150902,0.50,1.151276,1.150869,1.151073,-0.000003,-0.0002,MIDDLE
1763949180,2025-11-24T01:53:00.000Z,1,Monday,ASIAN,1.15116,0.000076,0.0066,0.000120,0.0104,0.000412,0.0358,36.04,TREND_UP,59.54,1.151144,1.151067,1.150912,1.00,1.151285,1.150873,1.151079,0.000081,0.0070,MIDDLE
1763949240,2025-11-24T01:54:00.000Z,1,Monday,ASIAN,1.15111,0.000076,0.0066,0.000080,0.0069,0.000412,0.0358,35.20,RANGE_VOLATILE,55.49,1.151137,1.151071,1.150920,0.50,1.151288,1.150875,1.151082,0.000028,0.0025,MIDDLE
1763949300,2025-11-24T01:55:00.000Z,1,Monday,ASIAN,1.15104,0.000076,0.0066,0.000060,0.0052,0.000387,0.0336,33.46,RANGE_VOLATILE,50.33,1.151115,1.151068,1.150925,0.50,1.151281,1.150894,1.151088,-0.000048,-0.0041,MIDDLE
1763949360,2025-11-24T01:56:00.000Z,1,Monday,ASIAN,1.15095,0.000079,0.0069,0.000120,0.0104,0.000387,0.0336,31.78,RANGE_VOLATILE,44.58,1.151078,1.151058,1.150926,0.50,1.151281,1.150894,1.151088,-0.000138,-0.0119,LOWER
1763949420,2025-11-24T01:57:00.000Z,1,Monday,ASIAN,1.15091,0.000080,0.0070,0.000100,0.0087,0.000366,0.0318,30.82,RANGE_VOLATILE,42.27,1.151041,1.151044,1.150925,-0.50,1.151273,1.150907,1.151090,-0.000180,-0.0156,LOWER
1763949480,2025-11-24T01:58:00.000Z,1,Monday,ASIAN,1.151,0.000081,0.0070,0.000090,0.0078,0.000363,0.0316,29.40,RANGE_VOLATILE,48.71,1.151032,1.151040,1.150928,0.00,1.151272,1.150909,1.151091,-0.000091,-0.0079,MIDDLE
1763949540,2025-11-24T01:59:00.000Z,1,Monday,ASIAN,1.15105,0.000081,0.0070,0.000080,0.0070,0.000351,0.0305,27.36,RANGE_VOLATILE,51.92,1.151036,1.151041,1.150933,0.50,1.151270,1.150918,1.151094,-0.000044,-0.0038,MIDDLE
1763949600,2025-11-24T02:00:00.000Z,2,Monday,ASIAN,1.15106,0.000077,0.0067,0.000030,0.0026,0.000340,0.0295,25.57,RANGE_VOLATILE,52.56,1.151041,1.151043,1.150938,0.50,1.151267,1.150928,1.151098,-0.000038,-0.0033,MIDDLE
1763949660,2025-11-24T02:01:00.000Z,2,Monday,ASIAN,1.15116,0.000080,0.0069,0.000110,0.0096,0.000340,0.0295,24.84,RANGE_QUIET,58.50,1.151068,1.151053,1.150947,1.00,1.151273,1.150934,1.151104,0.000056,0.0049,MIDDLE
1763949720,2025-11-24T02:02:00.000Z,2,Monday,ASIAN,1.15121,0.000079,0.0069,0.000070,0.0061,0.000349,0.0304,24.60,RANGE_QUIET,61.12,1.151099,1.151068,1.150957,1.00,1.151286,1.150936,1.151111,0.000099,0.0086,UPPER
1763949780,2025-11-24T02:03:00.000Z,2,Monday,ASIAN,1.15106,0.000087,0.0076,0.000190,0.0165,0.000352,0.0306,23.20,RANGE_QUIET,50.76,1.151091,1.151067,1.150961,0.50,1.151285,1.150933,1.151109,-0.000049,-0.0043,MIDDLE
1763949840,2025-11-24T02:04:00.000Z,2,Monday,ASIAN,1.15116,0.000092,0.0080,0.000160,0.0139,0.000352,0.0306,21.89,RANGE_QUIET,56.10,1.151106,1.151075,1.150969,1.00,1.151285,1.150933,1.151109,0.000051,0.0044,MIDDLE
1763949900,2025-11-24T02:05:00.000Z,2,Monday,ASIAN,1.1512,0.000089,0.0077,0.000040,0.0035,0.000358,0.0311,20.68,RANGE_QUIET,58.06,1.151127,1.151087,1.150978,1.00,1.151290,1.150932,1.151111,0.000089,0.0077,MIDDLE
1763949960,2025-11-24T02:06:00.000Z,2,Monday,ASIAN,1.15121,0.000086,0.0075,0.000050,0.0043,0.000367,0.0319,19.43,RANGE_QUIET,58.56,1.151145,1.151098,1.150987,1.00,1.151298,1.150930,1.151114,0.000096,0.0083,UPPER
1763950020,2025-11-24T02:07:00.000Z,2,Monday,ASIAN,1.15122,0.000082,0.0072,0.000030,0.0026,0.000378,0.0329,18.62,RANGE_QUIET,59.08,1.151162,1.151109,1.150996,1.00,1.151307,1.150929,1.151118,0.000102,0.0089,UPPER
1763950080,2025-11-24T02:08:00.000Z,2,Monday,ASIAN,1.15121,0.000079,0.0068,0.000020,0.0017,0.000385,0.0335,17.60,RANGE_QUIET,58.29,1.151173,1.151118,1.151004,1.00,1.151313,1.150928,1.151120,0.000090,0.0078,MIDDLE
1763950140,2025-11-24T02:09:00.000Z,2,Monday,ASIAN,1.15115,0.000082,0.0071,0.000120,0.0104,0.000361,0.0314,17.23,RANGE_QUIET,53.64,1.151168,1.151121,1.151010,0.50,1.151295,1.150934,1.151115,0.000035,0.0031,MIDDLE
1763950200,2025-11-24T02:10:00.000Z,2,Monday,ASIAN,1.15124,0.000082,0.0071,0.000090,0.0078,0.000369,0.0320,16.50,RANGE_QUIET,58.93,1.151184,1.151132,1.151019,1.00,1.151300,1.150932,1.151116,0.000124,0.0108,UPPER
1763950260,2025-11-24T02:11:00.000Z,2,Monday,ASIAN,1.15127,0.000078,0.0068,0.000030,0.0026,0.000392,0.0340,15.43,RANGE_QUIET,60.55,1.151203,1.151144,1.151029,1.00,1.151318,1.150926,1.151122,0.000148,0.0129,UPPER
1763950320,2025-11-24T02:12:00.000Z,2,Monday,ASIAN,1.1513,0.000078,0.0068,0.000070,0.0061,0.000418,0.0363,15.04,RANGE_QUIET,62.16,1.151224,1.151159,1.151040,1.00,1.151342,1.150925,1.151134,0.000166,0.0145,UPPER
1763950380,2025-11-24T02:13:00.000Z,2,Monday,ASIAN,1.15139,0.000079,0.0068,0.000090,0.0078,0.000474,0.0412,15.18,RANGE_VOLATILE,66.55,1.151261,1.151180,1.151053,1.00,1.151382,1.150908,1.151145,0.000245,0.0213,UPPER
1763950440,2025-11-24T02:14:00.000Z,2,Monday,ASIAN,1.1514,0.000076,0.0066,0.000030,0.0026,0.000522,0.0453,15.70,RANGE_VOLATILE,67.01,1.151292,1.151200,1.151067,1.00,1.151420,1.150899,1.151159,0.000241,0.0209,UPPER
1763950500,2025-11-24T02:15:00.000Z,2,Monday,ASIAN,1.15139,0.000083,0.0072,0.000170,0.0148,0.000546,0.0474,17.20,RANGE_VOLATILE,66.03,1.151314,1.151217,1.151080,1.00,1.151450,1.150904,1.151177,0.000213,0.0185,UPPER
1763950560,2025-11-24T02:16:00.000Z,2,Monday,ASIAN,1.1515,0.000087,0.0075,0.000140,0.0122,0.000573,0.0498,18.45,RANGE_VOLATILE,71.03,1.151355,1.151243,1.151096,1.00,1.151491,1.150918,1.151204,0.000296,0.0257,UPPER
1763950620,2025-11-24T02:17:00.000Z,2,Monday,ASIAN,1.15136,0.000093,0.0081,0.000170,0.0148,0.000520,0.0452,19.30,RANGE_VOLATILE,59.12,1.151356,1.151253,1.151106,1.00,1.151487,1.150967,1.151227,0.000133,0.0116,UPPER
1763950680,2025-11-24T02:18:00.000Z,2,Monday,ASIAN,1.15144,0.000098,0.0085,0.000170,0.0148,0.000508,0.0441,19.51,RANGE_VOLATILE,62.94,1.151375,1.151270,1.151120,1.00,1.151503,1.150995,1.151249,0.000191,0.0166,UPPER
1763950740,2025-11-24T02:19:00.000Z,2,Monday,ASIAN,1.15147,0.000096,0.0084,0.000070,0.0061,0.000508,0.0441,19.88,RANGE_VOLATILE,64.29,1.151396,1.151288,1.151133,1.00,1.151524,1.151016,1.151270,0.000200,0.0174,UPPER
1763950800,2025-11-24T02:20:00.000Z,2,Monday,ASIAN,1.15145,0.000092,0.0080,0.000030,0.0026,0.000492,0.0428,20.08,RANGE_VOLATILE,62.65,1.151408,1.151303,1.151146,1.00,1.151536,1.151043,1.151289,0.000161,0.0139,UPPER
1763950860,2025-11-24T02:21:00.000Z,2,Monday,ASIAN,1.15146,0.000089,0.0077,0.000050,0.0043,0.000499,0.0433,19.94,RANGE_VOLATILE,63.16,1.151420,1.151317,1.151158,1.00,1.151554,1.151055,1.151304,0.000156,0.0135,UPPER
1763950920,2025-11-24T02:22:00.000Z,2,Monday,ASIAN,1.15145,0.000086,0.0075,0.000050,0.0043,0.000506,0.0440,20.13,RANGE_VOLATILE,62.25,1.151426,1.151329,1.151170,1.00,1.151570,1.151063,1.151316,0.000134,0.0116,UPPER
1763950980,2025-11-24T02:23:00.000Z,2,Monday,ASIAN,1.15144,0.000082,0.0071,0.000020,0.0017,0.000458,0.0398,20.32,RANGE_VOLATILE,61.30,1.151429,1.151340,1.151180,1.00,1.151565,1.151106,1.151335,0.000105,0.0091,MIDDLE
1763951040,2025-11-24T02:24:00.000Z,2,Monday,ASIAN,1.15146,0.000077,0.0067,0.000020,0.0017,0.000441,0.0383,20.48,RANGE_VOLATILE,62.53,1.151436,1.151350,1.151191,1.00,1.151571,1.151130,1.151350,0.000110,0.0095,MIDDLE
1763951100,2025-11-24T02:25:00.000Z,2,Monday,ASIAN,1.15146,0.000077,0.0067,0.000070,0.0061,0.000428,0.0371,21.10,RANGE_QUIET,62.53,1.151441,1.151360,1.151202,1.00,1.151577,1.151150,1.151363,0.000097,0.0084,MIDDLE
1763951160,2025-11-24T02:26:00.000Z,2,Monday,ASIAN,1.15151,0.000076,0.0066,0.000070,0.0061,0.000421,0.0366,21.79,RANGE_QUIET,65.69,1.151457,1.151374,1.151214,1.00,1.151589,1.151168,1.151378,0.000132,0.0114,UPPER
1763951220,2025-11-24T02:27:00.000Z,2,Monday,ASIAN,1.1515,0.000072,0.0063,0.000020,0.0017,0.000408,0.0354,22.43,RANGE_QUIET,64.52,1.151466,1.151385,1.151225,1.00,1.151596,1.151189,1.151392,0.000108,0.0093,UPPER
1763951280,2025-11-24T02:28:00.000Z,2,Monday,ASIAN,1.15146,0.000073,0.0064,0.000090,0.0078,0.000375,0.0326,23.48,RANGE_QUIET,59.92,1.151465,1.151392,1.151234,0.50,1.151593,1.151217,1.151405,0.000055,0.0048,MIDDLE
1763951340,2025-11-24T02:29:00.000Z,2,Monday,ASIAN,1.15147,0.000070,0.0061,0.000030,0.0026,0.000297,0.0258,24.00,RANGE_QUIET,60.67,1.151466,1.151399,1.151243,1.00,1.151569,1.151273,1.151421,0.000049,0.0043,MIDDLE
1763951400,2025-11-24T02:30:00.000Z,2,Monday,ASIAN,1.15154,0.000070,0.0061,0.000070,0.0061,0.000264,0.0229,25.23,TREND_UP,65.56,1.151482,1.151412,1.151255,1.00,1.151568,1.151304,1.151436,0.000104,0.0090,UPPER
1763951460,2025-11-24T02:31:00.000Z,2,Monday,ASIAN,1.15154,0.000068,0.0059,0.000040,0.0035,0.000231,0.0200,26.37,TREND_UP,65.56,1.151495,1.151424,1.151266,1.00,1.151565,1.151334,1.151449,0.000091,0.0079,UPPER
1763951520,2025-11-24T02:32:00.000Z,2,Monday,ASIAN,1.15146,0.000070,0.0061,0.000090,0.0078,0.000185,0.0161,26.30,RANGE_VOLATILE,56.28,1.151487,1.151427,1.151274,0.50,1.151550,1.151365,1.151457,0.000003,0.0002,MIDDLE
1763951580,2025-11-24T02:33:00.000Z,2,Monday,ASIAN,1.15149,0.000068,0.0059,0.000050,0.0043,0.000177,0.0153,26.23,TREND_UP,58.65,1.151488,1.151433,1.151282,1.00,1.151551,1.151374,1.151462,0.000028,0.0024,MIDDLE
1763951640,2025-11-24T02:34:00.000Z,2,Monday,ASIAN,1.15158,0.000070,0.0061,0.000090,0.0078,0.000194,0.0169,26.99,TREND_UP,64.80,1.151508,1.151446,1.151294,1.00,1.151569,1.151374,1.151471,0.000109,0.0094,UPPER
1763951700,2025-11-24T02:35:00.000Z,2,Monday,ASIAN,1.15164,0.000070,0.0061,0.000070,0.0061,0.000230,0.0199,28.26,TREND_UP,68.19,1.151538,1.151464,1.151308,1.00,1.151599,1.151369,1.151484,0.000156,0.0135,UPPER
1763951760,2025-11-24T02:36:00.000Z,2,Monday,ASIAN,1.15162,0.000067,0.0058,0.000020,0.0017,0.000258,0.0224,29.44,TREND_UP,65.91,1.151556,1.151478,1.151320,1.00,1.151619,1.151361,1.151490,0.000130,0.0113,UPPER
1763951820,2025-11-24T02:37:00.000Z,2,Monday,ASIAN,1.15164,0.000065,0.0057,0.000040,0.0035,0.000261,0.0227,30.79,TREND_UP,67.10,1.151575,1.151493,1.151332,1.00,1.151634,1.151374,1.151504,0.000136,0.0118,UPPER
1763951880,2025-11-24T02:38:00.000Z,2,Monday,ASIAN,1.15168,0.000065,0.0057,0.000070,0.0061,0.000295,0.0257,32.45,TREND_UP,69.39,1.151598,1.151510,1.151346,1.00,1.151664,1.151368,1.151516,0.000164,0.0142,UPPER
1763951940,2025-11-24T02:39:00.000Z,2,Monday,ASIAN,1.15165,0.000067,0.0058,0.000090,0.0078,0.000314,0.0273,33.06,TREND_UP,65.69,1.151610,1.151522,1.151358,1.00,1.151682,1.151368,1.151525,0.000125,0.0109,UPPER
1763952000,2025-11-24T02:40:00.000Z,2,Monday,ASIAN,1.15162,0.000065,0.0057,0.000040,0.0035,0.000317,0.0275,33.62,TREND_UP,62.13,1.151612,1.151531,1.151368,1.00,1.151692,1.151375,1.151533,0.000087,0.0075,UPPER
1763952060,2025-11-24T02:41:00.000Z,2,Monday,ASIAN,1.15161,0.000063,0.0055,0.000040,0.0035,0.000316,0.0274,33.90,RANGE_VOLATILE,60.94,1.151611,1.151538,1.151378,0.50,1.151699,1.151383,1.151541,0.000069,0.0060,MIDDLE
1763952120,2025-11-24T02:42:00.000Z,2,Monday,ASIAN,1.15165,0.000062,0.0054,0.000040,0.0035,0.000318,0.0276,34.27,TREND_UP,63.91,1.151620,1.151549,1.151388,1.00,1.151710,1.151392,1.151551,0.000099,0.0086,UPPER
1763952180,2025-11-24T02:43:00.000Z,2,Monday,ASIAN,1.15171,0.000062,0.0054,0.000070,0.0061,0.000329,0.0286,35.23,TREND_UP,67.86,1.151640,1.151563,1.151401,1.00,1.151729,1.151400,1.151565,0.000145,0.0126,UPPER
1763952240,2025-11-24T02:44:00.000Z,2,Monday,ASIAN,1.15172,0.000060,0.0052,0.000030,0.0026,0.000341,0.0296,36.29,TREND_UP,68.48,1.151658,1.151578,1.151413,1.00,1.151748,1.151407,1.151578,0.000142,0.0124,UPPER
1763952300,2025-11-24T02:45:00.000Z,2,Monday,ASIAN,1.15182,0.000063,0.0055,0.000100,0.0087,0.000384,0.0333,37.96,TREND_UP,73.90,1.151694,1.151600,1.151429,1.00,1.151787,1.151404,1.151596,0.000224,0.0195,UPPER
1763952360,2025-11-24T02:46:00.000Z,2,Monday,ASIAN,1.15172,0.000066,0.0057,0.000100,0.0087,0.000390,0.0338,39.50,TREND_UP,62.36,1.151700,1.151611,1.151441,1.00,1.151801,1.151411,1.151606,0.000114,0.0099,UPPER
1763952420,2025-11-24T02:47:00.000Z,2,Monday,ASIAN,1.15172,0.000064,0.0055,0.000040,0.0035,0.000389,0.0338,40.66,TREND_UP,62.36,1.151704,1.151620,1.151452,1.00,1.151812,1.151422,1.151617,0.000103,0.0089,UPPER
1763952480,2025-11-24T02:48:00.000Z,2,Monday,ASIAN,1.15176,0.000063,0.0054,0.000050,0.0043,0.000380,0.0330,41.89,TREND_UP,64.90,1.151717,1.151633,1.151464,1.00,1.151822,1.151442,1.151632,0.000128,0.0111,UPPER
1763952540,2025-11-24T02:49:00.000Z,2,Monday,ASIAN,1.15167,0.000066,0.0057,0.000110,0.0096,0.000351,0.0305,41.29,RANGE_VOLATILE,55.77,1.151706,1.151637,1.151472,0.50,1.151817,1.151467,1.151642,0.000028,0.0024,MIDDLE
