tradeId,asset,timestamp,datetime,hourOfDay,dayOfWeek,minuteOfHour,isMarketOpen,timeBlock6h,direction,directionEncoded,entryPrice,openPrice,highPrice,lowPrice,closePrice,rsi1m,rsi1mPrev,bbUpper,bbMiddle,bbLower,rsi5m,rsi5mPrev,adx15m,sma15m,sma15mPrev,bbWidth,bbWidthPct,pricePositionInBB,distToUpperBB,distToLowerBB,rsiDelta1m,rsiDelta5m,rsiDivergence,smaSlope15m,distToSma15m,atr1m,candleBodyPct,upperWickPct,lowerWickPct,atrPercent,dynamicTpPct,dynamicSlPct,tpSlRatio,normalizedSlope,slopeStrength,rsiDivergenceType,rsiDivergenceEncoded,regime,regimeEncoded,strategyType,strategyEncoded,confidence,priceChange1,priceChange5,priceChange15,target,exitReason,pnl,barsHeld
R_100_1764470184409_12,R_100,1756675500,2025-08-31T21:25:00.000Z,21,0,25,1,3,PUT,0,1301.150000,1301.400000,1302.400000,1301.040000,1301.150000,64.830000,66.630000,1304.253621,1293.684000,1283.114379,47.290000,51.380000,16.557343,1309.062500,1310.099000,0.016340,1.634034,0.706364,0.238529,1.386129,-1.800000,-4.090000,17.540000,-0.079116,-0.604440,2.518601,0.183824,0.735294,0.080882,0.193567,0.004839,0.002904,1.666667,-0.085798,0.085798,,0,RANGE,1,MEAN_REVERSION,0,80,-0.044556,0.505948,1.119884,0,SL,-20.000000,24
R_100_1764470184410_13,R_100,1756682340,2025-08-31T23:19:00.000Z,23,0,19,0,3,PUT,0,1326.150000,1328.180000,1328.180000,1325.530000,1326.150000,65.600000,71.940000,1327.721269,1322.654000,1317.586731,67.900000,65.010000,20.798897,1304.867000,1304.423500,0.007662,0.766227,0.689918,0.118484,0.645724,-6.340000,2.890000,-2.300000,0.034000,1.631047,2.621372,0.766038,0,0.233962,0.197668,0.004942,0.002965,1.666667,0.003243,0.003243,,0,RANGE,1,MEAN_REVERSION,0,80,-0.134795,0.308607,0.402777,1,TP,32.000000,24
R_100_1764470184410_14,R_100,1756725900,2025-09-01T11:25:00.000Z,11,1,25,1,1,PUT,0,1264.220000,1263.630000,1264.300000,1262.530000,1264.220000,67.440000,66.280000,1265.655246,1258.942500,1252.229754,59.640000,64.760000,24.194494,1248.046000,1248.371500,0.010664,1.066410,0.786191,0.113528,0.948430,1.160000,-5.120000,7.800000,-0.026074,1.295946,2.313986,0.333333,0.045198,0.621469,0.183037,0.004576,0.002746,1.666667,-0.056388,0.056388,,0,RANGE,1,MEAN_REVERSION,0,80,0.045107,0.193378,0.660069,0,TIMEOUT,11.010742,30
R_100_1764470184410_15,R_100,1756731660,2025-09-01T13:01:00.000Z,13,1,1,1,2,CALL,1,1233.710000,1231.560000,1233.970000,1231.560000,1233.710000,31.730000,24.710000,1248.409989,1240.025500,1231.641011,39.560000,30.290000,21.895473,1249.848500,1249.617000,0.013523,1.352309,-0.753236,1.191527,0.167705,7.020000,9.270000,-7.830000,0.018526,-1.291236,2.507961,0.892116,0.107884,0,0.203286,0.005082,0.003049,1.666667,-0.005815,0.005815,,0,RANGE,1,MEAN_REVERSION,0,80,0.166442,-0.224830,-0.776921,1,TP,32.000000,18
R_100_1764470184410_16,R_100,1756745160,2025-09-01T16:46:00.000Z,16,1,46,1,2,PUT,0,1234.760000,1236.570000,1238.570000,1234.590000,1234.760000,64.440000,71.970000,1237.279712,1229.432000,1221.584288,61,56.510000,30.264873,1234.955500,1235.887500,0.012766,1.276640,0.678924,0.204065,1.067067,-7.530000,4.490000,3.440000,-0.075411,-0.015831,2.455424,0.454774,0.502513,0.042714,0.198858,0.004971,0.002983,1.666667,-0.144398,0.144398,,0,RANGE,1,MEAN_REVERSION,0,80,-0.161713,0.150864,0.619316,0,SL,-20.000000,3
R_100_1764470184411_17,R_100,1756767480,2025-09-01T22:58:00.000Z,22,1,58,0,3,PUT,0,1272.880000,1276.540000,1276.790000,1272.490000,1272.880000,56.470000,70.250000,1277.603669,1270.832000,1264.060331,65,64.480000,23.446983,1257.749500,1256.299500,0.010657,1.065706,0.302437,0.371101,0.692891,-13.780000,0.520000,-8.530000,0.115418,1.202982,2.328415,0.851163,0.058140,0.090698,0.182925,0.004573,0.002744,1.666667,0.109515,0.109515,,0,RANGE,1,MEAN_REVERSION,0,80,-0.274994,-0.109866,0.434759,0,SL,-20.000000,8
R_100_1764470184411_18,R_100,1756770180,2025-09-01T23:43:00.000Z,23,1,43,0,3,PUT,0,1281.460000,1282.190000,1284.080000,1281.460000,1281.460000,70.210000,71.640000,1282.462372,1272.793500,1263.124628,68.110000,61.180000,29.318367,1260.825000,1259.226000,0.015193,1.519315,0.896330,0.078221,1.430819,-1.430000,6.930000,2.100000,0.126983,1.636627,2.475779,0.278626,0.721374,0,0.193200,0.004830,0.002898,1.666667,0.102699,0.102699,,0,RANGE,1,MEAN_REVERSION,0,80,-0.030425,0.512973,0.980284,0,SL,-20.000000,2
R_100_1764470184411_19,R_100,1756811580,2025-09-02T11:13:00.000Z,11,2,13,1,1,PUT,0,1222.450000,1223.420000,1223.420000,1221.600000,1222.450000,69.160000,71.990000,1223.184494,1214.504500,1205.824506,63.850000,60.900000,20.497479,1204.964000,1204.435500,0.014294,1.429389,0.915381,0.060084,1.360014,-2.830000,2.950000,5.310000,0.043879,1.451164,2.548620,0.532967,0,0.467033,0.208485,0.005212,0.003127,1.666667,-0.018596,0.018596,,0,RANGE,1,MEAN_REVERSION,0,80,-0.066217,0.536215,0.971347,0,TIMEOUT,-0.588981,30
R_100_1764470184411_20,R_100,1756829520,2025-09-02T16:12:00.000Z,16,2,12,1,2,PUT,0,1225.420000,1227.700000,1229.050000,1225.420000,1225.420000,63.050000,71.140000,1230.340992,1220.794000,1211.247008,60.810000,67.160000,17.478148,1212.849500,1212.759000,0.015641,1.564063,0.484551,0.401576,1.156582,-8.090000,-6.350000,2.240000,0.007462,1.036444,2.383090,0.628099,0.371901,0,0.194471,0.004862,0.002917,1.666667,0.022818,0.022818,,0,RANGE,1,MEAN_REVERSION,0,80,-0.197907,0.207706,0.572864,0,SL,-20.000000,8
R_100_1764470184412_21,R_100,1756833000,2025-09-02T17:10:00.000Z,17,2,10,1,2,PUT,0,1245.530000,1245.440000,1246.650000,1245.130000,1245.530000,65.370000,65.910000,1247.199471,1239.358000,1231.516529,69.690000,70.210000,25.696525,1215.654500,1214.448000,0.012654,1.265409,0.787097,0.134037,1.125101,-0.540000,-0.520000,-4.320000,0.099346,2.457565,2.552365,0.059211,0.736842,0.203947,0.204922,0.005123,0.003074,1.666667,0.067691,0.067691,,0,RANGE,1,MEAN_REVERSION,0,80,-0.016055,0.428150,0.600113,0,TIMEOUT,7.354299,30
R_100_1764470184412_22,R_100,1756884540,2025-09-03T07:29:00.000Z,7,3,29,1,1,CALL,1,1167,1163.440000,1167.010000,1163.100000,1167,51.180000,42.660000,1171.154448,1165.801500,1160.448552,51.070000,46.560000,33.153946,1166.818000,1167.411000,0.009183,0.918329,0.223895,0.355994,0.561392,8.520000,4.510000,0.110000,-0.050796,0.015598,2.589113,0.910486,0.002558,0.086957,0.221861,0.005547,0.003328,1.666667,-0.027845,0.027845,,0,RANGE,1,MEAN_REVERSION,0,80,0.310300,0.293059,-0.072783,0,SL,-20.000000,18
R_100_1764470184412_23,R_100,1756888080,2025-09-03T08:28:00.000Z,8,3,28,1,1,PUT,0,1180.300000,1180.470000,1181.600000,1180.300000,1180.300000,69.930000,71.390000,1182.422690,1174.535000,1166.647310,64.190000,63.610000,26.548330,1165.606500,1165.233000,0.013431,1.343117,0.730886,0.179843,1.156714,-1.460000,0.580000,5.740000,0.032054,1.260588,2.153114,0.130769,0.869231,0,0.182421,0.004561,0.002736,1.666667,-0.032877,0.032877,,0,RANGE,1,MEAN_REVERSION,0,80,-0.032185,0.399796,0.941597,0,SL,-20.000000,11
R_100_1764470184412_24,R_100,1756908780,2025-09-03T14:13:00.000Z,14,3,13,1,2,CALL,1,1155.460000,1155.420000,1155.950000,1153.180000,1155.460000,32.780000,33.170000,1168.859572,1161.654500,1154.449428,37.110000,36.880000,23.449275,1173.304000,1175.116000,0.012405,1.240484,-0.859742,1.159674,0.087461,-0.390000,0.230000,-4.330000,-0.154198,-1.520833,2.352100,0.014440,0.176895,0.808664,0.203564,0.005089,0.003053,1.666667,-0.134610,0.134610,,0,RANGE,1,MEAN_REVERSION,0,80,-0.018171,-0.340691,-0.909044,1,TP,32.000000,6
R_100_1764470184413_25,R_100,1756923180,2025-09-03T18:13:00.000Z,18,3,13,1,3,CALL,1,1155.960000,1154.630000,1156.180000,1154.170000,1155.960000,35.470000,29.800000,1168.136623,1160.956500,1153.776377,41.920000,44.230000,19.092716,1159.151000,1159.785000,0.012369,1.236932,-0.695879,1.053378,0.188901,5.670000,-2.310000,-6.450000,-0.054665,-0.275288,2.320380,0.661692,0.109453,0.228856,0.200732,0.005018,0.003011,1.666667,-0.056123,0.056123,,0,RANGE,1,MEAN_REVERSION,0,80,0.123860,-0.161509,-0.595074,0,SL,-20.000000,6
R_100_1764470184413_26,R_100,1756970400,2025-09-04T07:20:00.000Z,7,4,20,1,1,PUT,0,1108.220000,1107.760000,1109.860000,1107.760000,1108.220000,69.010000,68.150000,1108.919893,1103.767500,1098.615107,61.770000,57.330000,32.909045,1109.614000,1110.174500,0.009336,0.933601,0.864162,0.063155,0.866696,0.860000,4.440000,7.240000,-0.050488,-0.125629,2.089343,0.219048,0.780952,0,0.188531,0.004713,0.002828,1.666667,-0.125582,0.125582,,0,RANGE,1,MEAN_REVERSION,0,80,0.036107,0.425000,0.463236,0,SL,-20.000000,15
R_100_1764470184413_27,R_100,1756991640,2025-09-04T13:14:00.000Z,13,4,14,1,2,CALL,1,1125.710000,1123.320000,1125.710000,1123.320000,1125.710000,35.510000,24.280000,1138.469499,1130.861500,1123.253501,39.620000,43.100000,28.822736,1128.828000,1128.487000,0.013455,1.345523,-0.677116,1.133462,0.218218,11.230000,-3.480000,-4.110000,0.030217,-0.276216,2.215627,1,0,0,0.196820,0.004921,0.002952,1.666667,0.073096,0.073096,,0,RANGE,1,MEAN_REVERSION,0,80,0.241318,-0.292291,-0.860429,0,TIMEOUT,-16.203107,30
R_100_1764470184413_28,R_100,1756998300,2025-09-04T15:05:00.000Z,15,4,5,1,2,CALL,1,1112.460000,1110.320000,1112.460000,1110.090000,1112.460000,45.330000,36.860000,1119.559471,1113.822500,1108.085529,39.380000,33.270000,28.662733,1129.225500,1129.521000,0.010301,1.030141,-0.237495,0.638178,0.393225,8.470000,6.110000,5.950000,-0.026162,-1.484690,2.193382,0.902954,0,0.097046,0.197165,0.004929,0.002957,1.666667,-0.007781,0.007781,,0,RANGE,1,MEAN_REVERSION,0,80,0.249619,0.026075,-0.327922,1,TP,32.000000,27
R_100_1764470184413_29,R_100,1757019360,2025-09-04T20:56:00.000Z,20,4,56,1,3,PUT,0,1109.230000,1107.960000,1110.210000,1107.960000,1109.230000,67.370000,63.880000,1110.785968,1101.695000,1092.604032,57.540000,54.960000,17.156319,1105.549500,1105.540000,0.016504,1.650360,0.828845,0.140275,1.498875,3.490000,2.580000,9.830000,0.000859,0.332911,2.013005,0.564444,0.435556,0,0.181478,0.004537,0.002722,1.666667,-0.047970,0.047970,,0,RANGE,1,MEAN_REVERSION,0,80,0.147165,0.363732,1.247764,0,TIMEOUT,12.765612,30
R_100_1764470184414_30,R_100,1757026020,2025-09-04T22:47:00.000Z,22,4,47,0,3,PUT,0,1115.470000,1115.850000,1116.250000,1114.260000,1115.470000,67.700000,69.020000,1117.545847,1108.464000,1099.382153,59.250000,61.320000,14.130133,1107.167500,1105.948500,0.016386,1.638636,0.771429,0.186096,1.442248,-1.320000,-2.070000,8.450000,0.110222,0.749887,2.340278,0.190955,0.201005,0.608040,0.209802,0.005245,0.003147,1.666667,0.066403,0.066403,,0,RANGE,1,MEAN_REVERSION,0,80,-0.032263,0.358981,1.034373,0,SL,-20.000000,9
R_100_1764470184414_31,R_100,1757090460,2025-09-05T16:41:00.000Z,16,5,41,1,2,CALL,1,1146.530000,1146.200000,1146.660000,1145.530000,1146.530000,27.550000,25.470000,1160.838546,1152.728500,1144.618454,31.110000,31.180000,29.225108,1159.543000,1159.504000,0.014071,1.407104,-0.764299,1.247987,0.166724,2.080000,-0.070000,-3.560000,0.003364,-1.122252,2.082794,0.292035,0.115044,0.592920,0.181661,0.004542,0.002725,1.666667,0.041422,0.041422,,0,RANGE,1,MEAN_REVERSION,0,80,0.039264,-0.365852,-0.730755,0,SL,-20.000000,13
R_100_1764470184415_32,R_100,1757093280,2025-09-05T17:28:00.000Z,17,5,28,1,2,PUT,0,1166.820000,1167.670000,1168.330000,1165.840000,1166.820000,73.520000,80.340000,1170.687310,1159.836000,1148.984690,65.530000,60.590000,25.714828,1160.250500,1159.563500,0.018712,1.871180,0.643609,0.331440,1.528540,-6.820000,4.940000,7.990000,0.059246,0.566214,2.331080,0.341365,0.265060,0.393574,0.199781,0.004995,0.002997,1.666667,0.015419,0.015419,,0,RANGE,1,MEAN_REVERSION,0,80,-0.132663,0.209554,1.120557,0,SL,-20.000000,3
R_100_1764470184415_33,R_100,1757097540,2025-09-05T18:39:00.000Z,18,5,39,1,3,CALL,1,1164.360000,1162,1164.360000,1161.580000,1164.360000,42.800000,35.470000,1172.445077,1166.608000,1160.770923,49.350000,50.920000,24.797744,1161.615000,1161.391500,0.010007,1.000692,-0.385124,0.694379,0.308245,7.330000,-1.570000,-6.550000,0.019244,0.236309,2.164113,0.848921,0,0.151079,0.185863,0.004647,0.002788,1.666667,0.022482,0.022482,,0,RANGE,1,MEAN_REVERSION,0,80,0.181544,-0.104669,-0.359417,0,SL,-20.000000,17
R_100_1764470184415_34,R_100,1757106300,2025-09-05T21:05:00.000Z,21,5,5,1,3,PUT,0,1152.800000,1153.730000,1155.170000,1152.770000,1152.800000,65.470000,68.790000,1155.548736,1147.143000,1138.737264,49.830000,54.340000,25.695190,1156.513500,1156.999500,0.014655,1.465508,0.672993,0.238440,1.219877,-3.320000,-4.510000,15.640000,-0.042005,-0.321094,2.232528,0.387500,0.600000,0.012500,0.193661,0.004842,0.002905,1.666667,-0.086984,0.086984,,0,RANGE,1,MEAN_REVERSION,0,80,-0.072813,0.274869,0.765707,0,SL,-20.000000,24
R_100_1764470184415_35,R_100,1757110860,2025-09-05T22:21:00.000Z,22,5,21,0,3,PUT,0,1171.560000,1174.550000,1174.930000,1171.340000,1171.560000,70.870000,81.880000,1175.122488,1162.737000,1150.351512,72.030000,71.880000,20.742392,1158.426500,1157.941000,0.021304,2.130402,0.712366,0.304081,1.810278,-11.010000,0.150000,-1.160000,0.041928,1.133736,2.513079,0.832869,0.105850,0.061281,0.214507,0.005363,0.003218,1.666667,0.045836,0.045836,,0,RANGE,1,MEAN_REVERSION,0,80,-0.257962,0.400209,1.124701,0,SL,-20.000000,8
R_100_1764470184415_36,R_100,1757114100,2025-09-05T23:15:00.000Z,23,5,15,0,3,CALL,1,1167.990000,1168.060000,1169.300000,1167.580000,1167.990000,33.890000,33.850000,1178.961724,1173.069500,1167.177276,55.620000,51.850000,24.171349,1159.163000,1158.718000,0.010046,1.004582,-0.862068,0.939368,0.069583,0.040000,3.770000,-21.730000,0.038405,0.761498,2.144811,0.040698,0.720930,0.238372,0.183633,0.004591,0.002754,1.666667,0.013197,0.013197,,0,RANGE,1,MEAN_REVERSION,0,80,0.000856,-0.399939,-0.610130,1,TP,32.000000,14
R_100_1764470184415_37,R_100,1757145600,2025-09-06T08:00:00.000Z,8,6,0,1,1,CALL,1,1163.580000,1162.960000,1164.190000,1162.580000,1163.580000,34.220000,33.770000,1176.827221,1169.038500,1161.249779,34.360000,38.030000,29.861595,1181.658000,1183.122000,0.013325,1.332500,-0.700821,1.138488,0.200263,0.450000,-3.670000,-0.140000,-0.123740,-1.529884,2.100261,0.385093,0.378882,0.236025,0.180500,0.004512,0.002707,1.666667,-0.126919,0.126919,,0,RANGE,1,MEAN_REVERSION,0,80,0.008595,-0.336614,-0.825052,1,TP,32.000000,26
R_100_1764470184416_38,R_100,1757163120,2025-09-06T12:52:00.000Z,12,6,52,1,2,PUT,0,1185.140000,1187.560000,1187.560000,1184.250000,1185.140000,62.050000,71.550000,1188.144399,1181.391500,1174.638601,61.050000,60.080000,22.428106,1177.133500,1175.643500,0.011432,1.143211,0.555095,0.253506,0.886089,-9.500000,0.970000,1,0.126739,0.680169,2.394752,0.731118,0,0.268882,0.202065,0.005052,0.003031,1.666667,0.069467,0.069467,,0,RANGE,1,MEAN_REVERSION,0,80,-0.186969,0.090366,0.560015,0,SL,-20.000000,4
R_100_1764470184416_39,R_100,1757164560,2025-09-06T13:16:00.000Z,13,6,16,1,2,PUT,0,1205.940000,1206.980000,1207.900000,1205.940000,1205.940000,79.530000,82.380000,1206.836675,1195.942000,1185.047325,64.900000,74.860000,29.674608,1180.316500,1179.340000,0.018219,1.821940,0.917696,0.074355,1.732480,-2.850000,-9.960000,14.630000,0.082801,2.170901,2.250622,0.530612,0.469388,0,0.186628,0.004666,0.002799,1.666667,0.125029,0.125029,,0,RANGE,1,MEAN_REVERSION,0,80,-0.058841,0.687985,1.068564,1,TP,32.000000,8
R_100_1764470184416_40,R_100,1757166900,2025-09-06T13:55:00.000Z,13,6,55,1,2,PUT,0,1203.320000,1202.750000,1204.070000,1202.130000,1203.320000,71.040000,70.680000,1204.682223,1195.750000,1186.817777,63.410000,64.180000,34.127052,1183.315500,1181.682000,0.014940,1.493995,0.847493,0.113205,1.371391,0.360000,-0.770000,7.630000,0.138235,1.690547,2.142037,0.293814,0.386598,0.319588,0.178011,0.004450,0.002670,1.666667,0.136274,0.136274,,0,RANGE,1,MEAN_REVERSION,0,80,0.017455,0.378718,1.035273,0,SL,-20.000000,6
R_100_1764470184416_41,R_100,1757199900,2025-09-06T23:05:00.000Z,23,6,5,0,3,PUT,0,1243.610000,1244.450000,1245.440000,1243.200000,1243.610000,67.930000,72.270000,1244.522711,1237.080500,1229.638289,66.360000,66.600000,25.665335,1234.554500,1235.598500,0.012032,1.203189,0.877360,0.073392,1.123480,-4.340000,-0.240000,1.570000,-0.084493,0.733503,2.227544,0.375000,0.441964,0.183036,0.179119,0.004478,0.002687,1.666667,-0.132579,0.132579,,0,RANGE,1,MEAN_REVERSION,0,80,-0.091585,0.469381,0.609998,0,SL,-20.000000,22
R_100_1764470184417_42,R_100,1757202780,2025-09-06T23:53:00.000Z,23,6,53,0,3,PUT,0,1258.480000,1262.130000,1262.130000,1257.830000,1258.480000,62.770000,74.890000,1261.076679,1253.604500,1246.132321,68.970000,66.940000,31.560950,1235.270000,1234.588500,0.011921,1.192111,0.652487,0.206335,0.981158,-12.120000,2.030000,-6.200000,0.055201,1.878941,2.737584,0.848837,0,0.151163,0.217531,0.005438,0.003263,1.666667,-0.006317,0.006317,,0,RANGE,1,MEAN_REVERSION,0,80,-0.317626,0.277291,0.553713,0,SL,-20.000000,8
R_100_1764470184417_43,R_100,1757224980,2025-09-07T06:03:00.000Z,6,0,3,1,1,PUT,0,1294.540000,1294.860000,1295.650000,1294.340000,1294.540000,66.630000,68.880000,1295.944857,1285.452500,1274.960143,55.890000,51.210000,28.831436,1287.839500,1287.561000,0.016325,1.632477,0.866107,0.108522,1.512495,-2.250000,4.680000,10.740000,0.021630,0.520290,2.592224,0.244275,0.603053,0.152672,0.200243,0.005006,0.003004,1.666667,0.048139,0.048139,,0,RANGE,1,MEAN_REVERSION,0,80,-0.055587,0.560855,1.080659,1,TP,32.000000,17
R_100_1764470184418_44,R_100,1757227500,2025-09-07T06:45:00.000Z,6,0,45,1,1,PUT,0,1296.290000,1301.820000,1301.870000,1296.130000,1296.290000,58.710000,75.660000,1299.596589,1292.615000,1285.633411,62.120000,64.080000,25.946923,1289.303500,1289.067500,0.010802,1.080227,0.526384,0.255081,0.822084,-16.950000,-1.960000,-3.410000,0.018308,0.541882,2.809641,0.963415,0.008711,0.027875,0.216745,0.005419,0.003251,1.666667,0.041179,0.041179,,0,RANGE,1,MEAN_REVERSION,0,80,-0.397246,0.359230,0.465012,1,TP,32.000000,9
