timestamp,datetime,entryTag,hourOfDay,dayOfWeek,timeBlock4h,entryPrice,rsi_3,rsi_14,rsi_delta,rsi_oversold_depth,bb_width,bb_position,dist_to_lower_bb,dist_to_upper_bb,below_lower_bb,ewo,ewo_bullish,ewo_bearish,above_ema_50,above_ema_200,ema_50_slope,ema_200_slope,stoch_k,stoch_d,stoch_oversold,atr_pct,adx,mfi,cci,williams_r,price_change_5,price_change_15,price_change_60,candle_body_pct,is_green_candle,recent_volatility,recent_trend,outcome,pnl,pnlPct,exitReason,barsHeld
1757226960,"2025-09-07T06:36:00.000Z","12",6,0,1,4284.885000,18.260000,34.410000,-3.340000,0,0.004174,-0.959413,0.008488,0.409778,0,-0.115192,0,0,0,0,-0.007202,-0.000801,11.291540,11.162537,1,0.079719,18.365218,NaN,-100.662841,-98.467688,-0.110499,-0.394713,-0.161703,0.420394,0,0.051201,-0.016011,"WIN",9.247606,0.320195,"TIME_LIMIT",72
1757262660,"2025-09-07T16:31:00.000Z","12",16,0,4,4285.315000,8.380000,33.570000,-2.890000,0,0.003971,-1.221754,-0.044138,0.442220,1,-0.167404,0,0,0,0,-0.011255,-0.002313,-0.000000,3.838704,1,0.109940,13.441895,NaN,-230.896027,-81.347709,-0.248604,-0.353214,-0.426149,0.499076,0,0.055959,-0.010957,"WIN",10.689556,0.366601,"TIME_LIMIT",72
1757310060,"2025-09-08T05:41:00.000Z","12",5,1,1,4287.295000,6.170000,34.310000,-2.190000,0,0.004814,-0.995664,0.001046,0.481536,0,-0.192446,0,0,0,0,-0.011333,-0.002163,-0.000000,4.165282,1,0.139712,16.592967,NaN,-149.314786,-91.182266,-0.196242,-0.385466,-0.449306,0.920168,0,0.072284,-0.018185,"WIN",25.326902,0.859143,"ROI_265min",53
1757350860,"2025-09-08T17:01:00.000Z","12",17,1,4,4327.855000,11.480000,34.640000,-5.580000,0,0.012478,-1.018195,-0.011425,1.267197,1,-0.251347,0,0,0,1,-0.015588,0.001631,6.779661,5.899247,1,0.227913,21.314207,NaN,-128.148755,-85.918732,-0.363520,-0.837775,0.310119,0.865927,0,0.124580,-0.049922,"LOSS",-7.923348,-0.262024,"TIME_LIMIT",72
1757381460,"2025-09-09T01:31:00.000Z","12",1,2,0,4282.325000,7.990000,33.370000,-2.760000,0,0.007134,-0.951892,0.017218,0.698596,0,-0.280570,0,0,0,0,-0.018372,-0.006677,1.412239,2.980304,1,0.185204,19.794235,NaN,-152.794587,-83.064182,-0.480132,-0.430150,-0.288030,0.616013,0,0.103257,-0.021568,"WIN",29.564725,0.985446,"ROI_270min",54
1757423160,"2025-09-09T13:06:00.000Z","12",13,2,3,4328.475000,4.680000,33,-2.390000,0,0.008628,-1.154744,-0.067092,0.934231,1,-0.260086,0,0,0,0,-0.019997,-0.001214,9.017713,24.965110,1,0.192276,18.472195,NaN,-174.562158,-86.513929,-0.513467,-0.446195,-0.644546,0.560739,0,0.138387,-0.011514,"LOSS",-37.065968,-1.200000,"STOP_LOSS",30
1757465460,"2025-09-10T00:51:00.000Z","12",0,3,0,4284.005000,11.600000,32.960000,-2.770000,0,0.007457,-1.167935,-0.062889,0.811857,1,-0.260185,0,0,0,0,-0.017016,-0.005502,6.545935,14.487832,1,0.151684,17.285335,NaN,-172.997606,-98.285714,-0.231953,-0.569335,-0.274687,0.762500,0,0.101238,-0.025100,"WIN",20.226193,0.679271,"TIME_LIMIT",72
1757521260,"2025-09-10T16:21:00.000Z","10",16,3,4,4368.017500,2.340000,30.320000,-6.080000,0,0.011094,-1.378244,-0.211430,1.329385,1,-0.308067,0,0,0,1,-0.020262,0.004576,-0.000000,-0.000000,1,0.248226,22.377836,NaN,-228.409553,-88.539468,-0.771641,-1.138163,0.932431,0.943268,0,0.137691,-0.038024,"LOSS",-36.459736,-1.200000,"STOP_LOSS",35
1757582100,"2025-09-11T09:15:00.000Z","12",9,4,2,4413.471000,2.620000,34.110000,-3.920000,0,0.006157,-1.306237,-0.094660,0.712872,1,-0.131008,0,0,0,1,-0.009030,0.006035,-0.000000,1.498445,1,0.149749,15.475041,NaN,-196.317920,-99.950739,-0.415714,-0.455470,0.077005,0.555037,0,0.094499,-0.019240,"WIN",38.760243,1.323358,"ROI_190min",38
1757745960,"2025-09-13T06:46:00.000Z","12",6,6,1,4703.435000,10.370000,32.690000,-5.190000,0,0.004632,-1.368860,-0.085693,0.550330,1,-0.231376,0,0,0,1,-0.014175,0.008338,8.231707,7.717673,1,0.159412,18.045199,NaN,-177.378263,-89.478673,-0.240944,-0.349159,-0.107677,0.625439,0,0.071415,-0.015530,"WIN",12.016569,0.394605,"TIME_LIMIT",72
1757771160,"2025-09-13T13:46:00.000Z","4",13,6,3,4692.030000,7.450000,26.870000,-13.170000,3.130000,0.005886,-1.718696,-0.212581,0.804155,1,-0.203593,0,0,0,0,-0.021076,-0.000564,5.811172,11.830337,1,0.126570,16.321539,NaN,-133.330288,-100,-0.615010,-0.596270,-0.579209,1,0,0.108050,-0.012341,"LOSS",-36.975151,-1.200000,"STOP_LOSS",28
1757781360,"2025-09-13T16:36:00.000Z","10",16,6,4,4632.375000,28.660000,29.480000,-2.990000,0.520000,0.020088,-0.568794,0.435603,1.584790,0,-0.671500,0,0,0,0,-0.038906,-0.011794,71.409806,51.255274,0,0.246725,39.625146,NaN,-75.185017,-72.017673,0.012954,-1.123371,-1.847832,0.740506,0,0.147499,-0.081297,"WIN",12.939670,0.435630,"TIME_LIMIT",72
1757823060,"2025-09-14T04:11:00.000Z","12",4,0,1,4650.955000,3.550000,32.690000,-2.840000,0,0.007072,-1.142724,-0.050673,0.760762,1,-0.223300,0,0,0,0,-0.014252,-0.003427,-0.000000,-0.000000,1,0.135952,21.211425,NaN,-214.833811,-93.560488,-0.354579,-0.689691,-0.243442,0.634259,0,0.096835,-0.025876,"WIN",6.049426,0.201034,"TIME_LIMIT",72
1757848800,"2025-09-14T11:20:00.000Z","12",11,0,2,4643.815000,10.490000,33.290000,-2.640000,0,0.004806,-1.387423,-0.093414,0.575648,1,-0.153930,0,0,0,0,-0.013940,-0.004215,23.809524,39.456240,0,0.130740,16.655578,NaN,-220.094834,-78.853047,-0.302068,-0.411110,-0.518209,0.357981,0,0.087386,-0.014612,"LOSS",-36.327653,-1.200000,"STOP_LOSS",39
1757862300,"2025-09-14T15:05:00.000Z","12",15,0,3,4579.295000,22.720000,32.650000,-4.850000,0,0.012452,-0.961429,0.024158,1.228502,0,-0.519710,0,0,0,0,-0.036034,-0.014603,37.220844,37.303557,0,0.267963,28.701349,NaN,-93.446768,-78.669306,-0.211593,-0.715479,-1.794773,0.818530,0,0.173657,-0.042372,"WIN",23.547725,0.806893,"ROI_255min",51
1757895300,"2025-09-15T00:15:00.000Z","12",0,1,0,4594.145000,16.100000,34.460000,-1.650000,0,0.010244,-0.714157,0.146940,0.881179,0,-0.280499,0,0,0,0,-0.015977,-0.006308,2.879193,6.338157,1,0.174551,24.325987,NaN,-109.267182,-85.456188,-0.271997,-0.659940,-0.420015,0.212522,0,0.096453,-0.041927,"WIN",32.757862,1.095960,"ROI_230min",46
1757918700,"2025-09-15T06:45:00.000Z","12",6,1,1,4629.945000,6.760000,33.210000,-4.940000,0,0.008374,-1.197360,-0.083048,0.924632,1,-0.144020,0,0,0,1,-0.010450,0.000203,2.061265,1.991284,1,0.157398,34.254791,NaN,-179.052630,-84.122639,-0.581060,-0.538132,0.353517,0.775161,0,0.093718,-0.018382,"LOSS",-37.046859,-1.200000,"STOP_LOSS",15
1757925000,"2025-09-15T08:30:00.000Z","10",8,1,2,4550.639500,16.930000,21.840000,-1.770000,8.160000,0.026210,-0.769996,0.304489,2.343196,0,-1.005271,0,0,0,0,-0.055196,-0.015688,17.556402,13.346540,1,0.280157,57.243758,NaN,-107.463258,-80.680265,-0.262907,-1.853850,-1.574277,0.717987,0,0.199734,-0.109037,"LOSS",-35.713172,-1.200000,"STOP_LOSS",62
1757950200,"2025-09-15T15:30:00.000Z","12",15,1,3,4469.195000,9.400000,32.380000,-6.750000,0,0.012725,-1.290602,-0.186430,1.469492,1,-0.538387,0,0,0,0,-0.041415,-0.020583,3.418297,3.214537,1,0.314986,24.631057,NaN,-167.686472,-76.299679,-0.781679,-0.944280,-1.056692,0.752554,0,0.196297,-0.031147,"WIN",24.721136,0.861676,"ROI_285min",57
1757996160,"2025-09-16T04:16:00.000Z","10",4,2,1,4500.015000,2.190000,30.950000,-5.660000,0,0.005410,-1.365116,-0.099134,0.642158,1,-0.183546,0,0,0,0,-0.016046,-0.005207,-0.000000,11.628872,1,0.156505,14.683170,NaN,-164.610809,-90.703706,-0.482107,-0.347013,-0.441816,0.321628,0,0.083331,-0.003030,"WIN",7.187733,0.244221,"TIME_LIMIT",72
1758029760,"2025-09-16T13:36:00.000Z","4",13,2,3,4473.485000,7.140000,26.540000,-25.620000,3.460000,0.005645,-2.055912,-0.299773,0.867572,1,-0.159280,0,0,0,0,-0.025658,-0.008524,51.991089,65.872762,0,0.196562,12.250085,NaN,104.289622,-43.782636,-0.599494,-0.541372,-0.710907,0.902416,0,0.153250,-0.003882,"WIN",4.453504,0.150218,"TIME_LIMIT",72
1758081120,"2025-09-17T03:52:00.000Z","12",3,3,0,4496.095000,2.220000,33.840000,-1.430000,0,0.010920,-0.943061,0.031250,1.066415,0,-0.229455,0,0,0,0,-0.014328,-0.001114,-0.000000,-0.000000,1,0.172911,21.202261,NaN,-141.921984,-97.229453,-0.430955,-0.851215,-0.505209,0.359529,0,0.150594,-0.027440,"WIN",30.064639,1.009543,"ROI_190min",38
1758097620,"2025-09-17T08:27:00.000Z","10",8,3,2,4505.178000,1.400000,31.780000,-7.100000,0,0.010640,-1.212152,-0.113597,1.184496,1,-0.166590,0,0,0,0,-0.013288,-0.000253,-0.000000,0.003262,1,0.180127,32.273721,NaN,-165.045137,-89.831563,-0.393920,-0.843556,-0.229806,0.870097,0,0.114719,-0.036685,"LOSS",-19.037314,-0.620464,"TIME_LIMIT",72
1758134520,"2025-09-17T18:42:00.000Z","12",18,3,4,4440.175000,11.980000,33.640000,-4.790000,0,0.017067,-1.075670,-0.065171,1.787681,1,-0.525388,0,0,0,0,-0.038974,-0.011906,0.672083,6.411773,1,0.509068,30.005321,NaN,-155.371647,-62.942721,-0.648000,-1.000215,-1.116185,0.617635,0,0.312373,-0.036857,"WIN",49.383253,1.640025,"ROI_40min",8
1758173220,"2025-09-18T05:27:00.000Z","12",5,4,1,4590.755000,5.460000,33.290000,-3.790000,0,0.005539,-1.127986,-0.035559,0.591223,1,-0.209438,0,0,0,1,-0.011812,0.006650,-0.000000,3.838854,1,0.139582,16.840271,NaN,-149.436786,-100,-0.289525,-0.578025,-0.035058,0.674003,0,0.085325,-0.020296,"LOSS",-7.019461,-0.222186,"TIME_LIMIT",72
1758223920,"2025-09-18T19:32:00.000Z","12",19,4,4,4582.955000,3.640000,33.690000,-5.080000,0,0.006626,-1.462727,-0.154039,0.819827,1,-0.236831,0,0,0,0,-0.018657,-0.001346,-0.000000,0.184861,1,0.182974,10.458872,NaN,-254.905887,-87.503828,-0.562609,-0.531531,-0.356572,0.768595,0,0.109571,-0.013609,"WIN",18.680219,0.595249,"TIME_LIMIT",72
1758252480,"2025-09-19T03:28:00.000Z","10",3,5,0,4567.045000,9.850000,28.780000,-14.470000,1.220000,0.007369,-1.584673,-0.216695,0.957949,1,-0.225404,0,0,0,0,-0.024923,-0.005571,45.161290,65.115751,0,0.177489,12.667186,NaN,-37.415986,-75.090645,-0.527307,-0.683056,-0.619301,0.741470,0,0.132812,-0.022167,"LOSS",-34.103470,-1.067649,"TIME_LIMIT",72
1758280680,"2025-09-19T11:18:00.000Z","12",11,5,2,4514.995000,5.980000,34.200000,-4.690000,0,0.003505,-1.110669,-0.019434,0.370651,1,-0.170523,0,0,0,0,-0.014100,-0.009302,5.983773,23.926108,1,0.126223,34.982231,NaN,-95.422341,-66.548387,-0.240836,-0.172018,-0.345425,0.752827,0,0.083140,-0.000569,"LOSS",-37.103386,-1.200000,"STOP_LOSS",46
1758296580,"2025-09-19T15:43:00.000Z","12",15,5,3,4465.615000,48.280000,34.910000,-3.460000,0,0.028779,-0.437192,0.814970,2.081117,0,-0.686624,0,0,0,0,-0.034340,-0.015726,45.345450,34.356604,0,0.277325,42.956063,NaN,-61.821894,-66.862577,0.337483,-1.496213,-1.363710,0.629826,0,0.194588,-0.113870,"LOSS",-0.340407,-0.011421,"TIME_LIMIT",72
1758324000,"2025-09-19T23:20:00.000Z","10",23,5,5,4449.785000,3.070000,31.560000,-3.460000,0,0.005792,-1.264198,-0.076789,0.658087,1,-0.155913,0,0,0,0,-0.012212,-0.009408,-0.000000,-0.000000,1,0.109784,26.877396,NaN,-248.816362,-90.455949,-0.367650,-0.507770,-0.010337,0.550512,0,0.063082,-0.016744,"WIN",15.829564,0.531262,"TIME_LIMIT",72
1758358500,"2025-09-20T08:55:00.000Z","12",8,6,2,4463.505000,4.500000,32.370000,-2.740000,0,0.003616,-1.148653,-0.026930,0.389243,1,-0.077979,0,0,0,0,-0.007132,-0.002827,-0.000000,11.312821,1,0.075508,20.094769,NaN,-150.832919,-96.555344,-0.250296,-0.230229,-0.002240,0.493590,0,0.052698,-0.002163,"WIN",14.879497,0.491542,"TIME_LIMIT",72
1758388200,"2025-09-20T17:10:00.000Z","12",17,6,4,4478.355000,4.090000,33.870000,-18.610000,0,0.004350,-1.809958,-0.176858,0.613566,1,0.015568,0,0,0,1,-0.007658,0.000252,4.651760,23.284503,1,0.129838,34.937817,NaN,-50.146930,-59.901896,-0.458769,-0.400546,0.245333,0.868724,0,0.097679,-0.002826,"WIN",5.459837,0.177744,"TIME_LIMIT",72
1758411600,"2025-09-20T23:40:00.000Z","12",23,6,5,4478.715000,8.870000,33.870000,0.550000,0,0.003998,-0.908434,0.018337,0.382192,0,-0.119823,0,0,0,0,-0.006130,-0.000470,0.754148,0.251383,1,0.067576,20.957226,NaN,-191.658167,-92.556634,-0.140245,-0.282540,-0.041736,0.056213,1,0.038986,-0.014083,"LOSS",-5.702258,-0.184651,"TIME_LIMIT",72
1758442800,"2025-09-21T08:20:00.000Z","12",8,0,2,4468.645000,7.620000,33.800000,-2.610000,0,0.003786,-1.075221,-0.014268,0.393641,1,-0.100423,0,0,0,0,-0.006900,-0.002036,-0.000000,2.506733,1,0.063926,20.595906,NaN,-158.913831,-96.279894,-0.161087,-0.232192,-0.077145,0.883594,0,0.040926,-0.014879,"WIN",4.755679,0.154857,"TIME_LIMIT",72
1758488640,"2025-09-21T21:04:00.000Z","12",21,0,5,4467.795000,3.120000,33.240000,-3.070000,0,0.005737,-1.187644,-0.054006,0.629624,1,-0.182375,0,0,0,0,-0.012084,-0.001924,-0.000000,-0.000000,1,0.097678,15.297598,NaN,-198.595230,-97.924138,-0.293687,-0.524563,-0.355507,1,0,0.073716,-0.019569,"LOSS",-37.023413,-1.200000,"STOP_LOSS",41
1758502740,"2025-09-22T00:59:00.000Z","10",0,1,0,4339.555000,16.980000,17.750000,-0.340000,12.250000,0.041925,-0.787767,0.452363,3.810535,0,-1.592777,0,0,0,0,-0.084444,-0.027414,15.501792,15.792239,1,0.348885,51.394111,NaN,-145.657924,-83.768657,-0.571566,-2.463170,-3.352498,0.005431,0,0.374888,-0.161026,"LOSS",-35.690570,-1.200000,"STOP_LOSS",17
1758509640,"2025-09-22T02:54:00.000Z","10",2,1,0,4287.005000,31.980000,26.670000,-0.780000,3.330000,0.020962,-0.708488,0.307820,1.804062,0,-1.182108,0,0,0,0,-0.070067,-0.032910,71.590310,58.225843,0,0.348424,56.889210,NaN,-108.015775,-65.305216,0.079606,-1.334639,-4.109401,0.470289,0,0.181312,-0.080147,"LOSS",-34.405710,-1.200000,"STOP_LOSS",37
1758522540,"2025-09-22T06:29:00.000Z","10",6,1,1,4179.165000,49.150000,30.900000,1.990000,0,0.056013,-0.533710,1.325719,4.360527,0,-1.762783,0,0,0,0,-0.089455,-0.044930,53.106763,46.464126,0,0.561120,49.149395,NaN,-84.077459,-48.776109,0.960525,-2.490262,-3.823658,0.244341,1,0.739763,-0.193372,"LOSS",-0.773789,-0.027996,"TIME_LIMIT",72
1758554040,"2025-09-22T15:14:00.000Z","12",15,1,3,4168.465000,6.850000,33.980000,-4.550000,0,0.010803,-1.069212,-0.037602,1.124165,1,-0.255843,0,0,0,0,-0.020139,-0.019667,-0.000000,2.804604,1,0.286174,21.701093,NaN,-107.810991,-83.023493,-0.432098,-0.753315,0.063613,0.847466,0,0.136389,-0.019575,"WIN",12.090607,0.437811,"TIME_LIMIT",72
1758589500,"2025-09-23T01:05:00.000Z","12",1,2,0,4180.995000,2.540000,33.500000,-1.980000,0,0.006934,-1.124720,-0.043412,0.739560,1,-0.139848,0,0,0,0,-0.008659,-0.004952,-0.000000,0.272838,1,0.150291,24.860859,NaN,-176.021357,-100,-0.298556,-0.332306,0.842972,0.452830,0,0.079178,-0.020564,"LOSS",-33.574509,-1.200000,"STOP_LOSS",23
1758620700,"2025-09-23T09:45:00.000Z","12",9,2,2,4186.417500,5.220000,34.450000,-4.370000,0,0.006858,-1.347398,-0.119680,0.808686,1,-0.155136,0,0,0,0,-0.012779,-0.001855,0.000000,-0.000000,1,0.179388,13.419020,NaN,-189.730414,-98.811646,-0.546807,-0.431851,0.319007,0.580769,0,0.104895,-0.014255,"LOSS",-4.041137,-0.149830,"TIME_LIMIT",72
1758648900,"2025-09-23T17:35:00.000Z","12",17,2,4,4147.675000,7.140000,33.490000,-6.980000,0,0.009502,-1.415073,-0.198535,1.155163,1,-0.342397,0,0,0,0,-0.031221,-0.009596,1.904106,16.869313,1,0.272978,8.787366,NaN,-149.578757,-95.800046,-0.639379,-0.905964,-1.085568,0.933066,0,0.191817,-0.015097,"WIN",24.075228,0.896647,"ROI_240min",48
1758680220,"2025-09-24T02:17:00.000Z","12",2,3,0,4161.865000,3.880000,34.940000,-0.800000,0,0.007791,-1.148036,-0.057925,0.840505,1,-0.144074,0,0,0,0,-0.014203,-0.003640,-0.000000,19.825418,1,0.169330,21.943389,NaN,-181.330018,-92.940794,-0.671361,-0.404187,-0.067472,0.232682,0,0.126715,-0.002695,"LOSS",-33.087054,-1.200000,"STOP_LOSS",22
1758721620,"2025-09-24T13:47:00.000Z","10",13,3,3,4159.085000,7.580000,29.820000,-8.990000,0.180000,0.005101,-1.594022,-0.152135,0.664357,1,-0.170335,0,0,0,0,-0.016211,-0.003168,13.644214,25.590098,1,0.199965,15.268985,NaN,-134.792197,-57.890909,-0.309683,-0.524038,-0.339304,0.694938,0,0.084781,-0.011668,"WIN",0.587955,0.022120,"TIME_LIMIT",72
