tradeId,asset,timestamp,datetime,hourOfDay,dayOfWeek,minuteOfHour,isMarketOpen,direction,directionEncoded,entryPrice,openPrice,highPrice,lowPrice,closePrice,rsi1m,rsi1mPrev,bbUpper,bbMiddle,bbLower,rsi5m,rsi5mPrev,adx15m,sma15m,sma15mPrev,bbWidth,bbWidthPct,pricePositionInBB,distToUpperBB,distToLowerBB,rsiDelta1m,rsiDelta5m,rsiDivergence,smaSlope15m,distToSma15m,atr1m,candleBodyPct,upperWickPct,lowerWickPct,regime,regimeEncoded,strategyType,strategyEncoded,confidence,priceChange1,priceChange5,priceChange15,target,exitReason,pnl,barsHeld
R_100_1764468599967_11,R_100,1756554780,2025-08-30T11:53:00.000Z,11,6,53,1,CALL,1,1223.650000,1224.370000,1225.680000,1223.650000,1223.650000,35.990000,36.650000,1232.318760,1227.678500,1223.038240,40.270000,42.540000,16.015618,1232.626500,1232.864000,0.007559,0.755941,-0.868163,0.708435,0.049995,-0.660000,-2.270000,-4.280000,-0.019264,-0.728242,2.297982,0.354680,0.645320,0,RANGE,1,MEAN_REVERSION,0,80,-0.026144,-0.345308,-0.493608,0,SL,-20.000000,18
R_100_1764468599968_12,R_100,1756570140,2025-08-30T16:09:00.000Z,16,6,9,1,PUT,0,1205.860000,1203.740000,1206.780000,1203.740000,1205.860000,71.830000,68.960000,1203.248429,1195.431000,1187.613571,50.600000,35.780000,34.832322,1216.984500,1218.308500,0.013079,1.307885,1.334070,-0.216573,1.513147,2.870000,14.820000,21.230000,-0.108675,-0.914104,2.571296,0.697368,0.302632,0,BEARISH_TREND,0,MOMENTUM,1,85,0.181111,1.093208,1.088970,0,SL,-20.000000,18
R_100_1764468599968_13,R_100,1756583160,2025-08-30T19:46:00.000Z,19,6,46,1,CALL,1,1251.970000,1253.670000,1253.970000,1250.530000,1251.970000,29.380000,32.570000,1268.878425,1260.471000,1252.063575,54.250000,53.930000,35.352864,1234.385000,1232.526000,0.013340,1.334013,-1.011130,1.350546,-0.007474,-3.190000,0.320000,-24.870000,0.150828,1.424596,2.597923,0.494186,0.087209,0.418605,BULLISH_TREND,2,MOMENTUM,1,85,-0.169047,-0.716098,-0.801845,0,SL,-20.000000,16
R_100_1764468599968_14,R_100,1756584420,2025-08-30T20:07:00.000Z,20,6,7,1,CALL,1,1242.170000,1241.140000,1242.170000,1239.900000,1242.170000,27.500000,22.820000,1261.769307,1251.094500,1240.419693,43.540000,44.620000,31.890589,1236.184000,1234.385000,0.017065,1.706475,-0.836034,1.577828,0.140907,4.680000,-1.080000,-16.040000,0.145741,0.484232,2.541355,0.453744,0,0.546256,BULLISH_TREND,2,MOMENTUM,1,85,0.107992,-0.272967,-0.857996,1,TP,32.000000,7
R_100_1764468599968_15,R_100,1756598340,2025-08-30T23:59:00.000Z,23,6,59,0,CALL,1,1267.580000,1268.190000,1268.520000,1266.800000,1267.580000,29.340000,30.170000,1281.761561,1274.494500,1267.227439,42.600000,52.370000,31.323656,1264.095000,1263.166500,0.011404,1.140383,-0.951485,1.118790,0.027814,-0.830000,-9.770000,-13.260000,0.073506,0.275691,2.320400,0.354651,0.191860,0.453488,BULLISH_TREND,2,MOMENTUM,1,85,-0.037853,-0.507829,-0.883586,0,SL,-20.000000,25
R_100_1764468599968_16,R_100,1756604400,2025-08-31T01:40:00.000Z,1,0,40,1,CALL,1,1261.250000,1262.640000,1263.210000,1261.250000,1261.250000,28.070000,30.190000,1278.332080,1270.167000,1262.001920,39.060000,42.260000,20.801617,1267.943000,1267.399500,0.012857,1.285670,-1.092090,1.354377,-0.059617,-2.120000,-3.200000,-10.990000,0.042883,-0.527863,2.382178,0.709184,0.290816,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.102966,-0.597401,-0.806134,0,SL,-20.000000,5
R_100_1764468599968_17,R_100,1756619760,2025-08-31T05:56:00.000Z,5,0,56,1,CALL,1,1297.210000,1299.110000,1299.820000,1297.210000,1297.210000,27.850000,30.560000,1318.582858,1308.962000,1299.341142,47.200000,54.960000,41.400148,1279.767500,1278.300500,0.014700,1.469998,-1.221513,1.647602,-0.164287,-2.710000,-7.760000,-19.350000,0.114762,1.362943,2.542470,0.727969,0.272031,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.162393,-0.825682,-0.966508,1,TP,32.000000,17
R_100_1764468599968_18,R_100,1756632000,2025-08-31T09:20:00.000Z,9,0,20,1,CALL,1,1315.480000,1319.180000,1319.180000,1315.480000,1315.480000,29.970000,37.670000,1326.484306,1322.198500,1317.912694,42.560000,50.380000,33.619691,1311.953000,1311.185000,0.006483,0.648285,-1.567617,0.836524,-0.184928,-7.700000,-7.820000,-12.590000,0.058573,0.268836,2.369823,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.278209,-0.517273,-0.706500,0,SL,-20.000000,29
R_100_1764468599969_19,R_100,1756641660,2025-08-31T12:01:00.000Z,12,0,1,1,PUT,0,1298.540000,1297.370000,1299.340000,1296.960000,1298.540000,71.380000,68.960000,1298.347630,1291.218000,1284.088370,53.600000,50.240000,29.114875,1305.286500,1306.004000,0.011043,1.104326,1.026982,-0.014814,1.112914,2.420000,3.360000,17.780000,-0.054939,-0.516860,2.343245,0.491597,0.336134,0.172269,BEARISH_TREND,0,MOMENTUM,1,85,0.115648,0.275682,0.901363,0,TIMEOUT,-9.148736,30
R_100_1764468599969_20,R_100,1756662240,2025-08-31T17:44:00.000Z,17,0,44,1,CALL,1,1317.240000,1319.230000,1319.230000,1317.130000,1317.240000,28.930000,31.730000,1336.081131,1327.569500,1319.057869,47.010000,59.130000,36.086522,1308.329000,1307.315500,0.012823,1.282288,-1.213575,1.430349,-0.138006,-2.800000,-12.120000,-18.080000,0.077525,0.681098,2.720285,0.947619,0,0.052381,BULLISH_TREND,2,MOMENTUM,1,85,-0.152359,-0.737738,-0.976523,0,TIMEOUT,-3.431417,30
R_100_1764468599969_21,R_100,1756675500,2025-08-31T21:25:00.000Z,21,0,25,1,PUT,0,1301.150000,1301.400000,1302.400000,1301.040000,1301.150000,64.830000,66.630000,1304.253621,1293.684000,1283.114379,47.290000,51.380000,16.557343,1309.062500,1310.099000,0.016340,1.634034,0.706364,0.238529,1.386129,-1.800000,-4.090000,17.540000,-0.079116,-0.604440,2.518601,0.183824,0.735294,0.080882,RANGE,1,MEAN_REVERSION,0,80,-0.044556,0.505948,1.119884,0,SL,-20.000000,24
R_100_1764468599969_22,R_100,1756703220,2025-09-01T05:07:00.000Z,5,1,7,1,PUT,0,1282.930000,1279.700000,1282.930000,1279.700000,1282.930000,70.160000,64.640000,1280.117733,1272.462500,1264.807267,44.950000,39.990000,29.702673,1299.197500,1301.199000,0.012032,1.203216,1.367365,-0.219207,1.412605,5.520000,4.960000,25.210000,-0.153820,-1.252119,2.521156,1,0,0,BEARISH_TREND,0,MOMENTUM,1,85,0.270424,0.717544,1.030839,1,TP,32.000000,30
R_100_1764468599969_23,R_100,1756715940,2025-09-01T08:39:00.000Z,8,1,39,1,PUT,0,1241.310000,1240.750000,1241.800000,1239.810000,1241.310000,70.470000,69.980000,1242.559880,1230.735000,1218.910120,48.250000,43.510000,49.615389,1259.992500,1262.765000,0.019216,1.921596,0.894301,0.100690,1.804536,0.490000,4.740000,22.220000,-0.219558,-1.482747,2.436934,0.281407,0.246231,0.472362,BEARISH_TREND,0,MOMENTUM,1,85,0.026592,0.410115,1.347148,0,SL,-20.000000,12
R_100_1764468599970_24,R_100,1756717500,2025-09-01T09:05:00.000Z,9,1,5,1,PUT,0,1251.880000,1247.860000,1252.090000,1247.860000,1251.880000,71.610000,63.170000,1251.435001,1246.246000,1241.056999,59.720000,53.720000,44.884696,1256.172500,1257.858500,0.008327,0.832741,1.085758,-0.035546,0.864540,8.440000,6,11.890000,-0.134037,-0.341713,2.432432,0.950355,0.049645,0,BEARISH_TREND,0,MOMENTUM,1,85,0.346276,0.519508,0.456592,0,SL,-20.000000,6
R_100_1764468599970_25,R_100,1756718400,2025-09-01T09:20:00.000Z,9,1,20,1,PUT,0,1257.950000,1255.950000,1258.290000,1254.910000,1257.950000,72.350000,67.950000,1259.547201,1253.108000,1246.668799,60.250000,59.930000,41.653679,1255.082000,1256.172500,0.010277,1.027717,0.751957,0.126969,0.896792,4.400000,0.320000,12.100000,-0.086811,0.228511,2.339122,0.591716,0.100592,0.307692,BEARISH_TREND,0,MOMENTUM,1,85,0.172003,0.356607,0.484871,0,TIMEOUT,19.301244,30
R_100_1764468599970_26,R_100,1756725780,2025-09-01T11:23:00.000Z,11,1,23,1,PUT,0,1264.710000,1263.460000,1265.530000,1262.250000,1264.710000,70.640000,69.220000,1264.279990,1258.019000,1251.758010,64.760000,60.950000,24.194494,1248.046000,1248.371500,0.009954,0.995373,1.068681,-0.034001,1.024108,1.420000,3.810000,5.880000,-0.026074,1.335207,2.353972,0.381098,0.250000,0.368902,BEARISH_TREND,0,MOMENTUM,1,85,0.063296,0.493445,0.691066,0,TIMEOUT,5.186960,30
R_100_1764468599971_27,R_100,1756728840,2025-09-01T12:14:00.000Z,12,1,14,1,CALL,1,1250.830000,1251.580000,1251.900000,1250.490000,1250.830000,28.960000,30.260000,1262.453891,1256.184000,1249.914109,43.160000,45.600000,21.327607,1249.915500,1249.447000,0.009982,0.998244,-0.853922,0.929294,0.073223,-1.300000,-2.440000,-14.200000,0.037497,0.073165,2.216561,0.531915,0.226950,0.241135,BULLISH_TREND,2,MOMENTUM,1,85,-0.053536,-0.181151,-0.425102,0,SL,-20.000000,27
R_100_1764468599971_28,R_100,1756731720,2025-09-01T13:02:00.000Z,13,1,2,1,CALL,1,1236.790000,1234.160000,1236.960000,1234.160000,1236.790000,40.680000,31.730000,1248.005429,1239.682000,1231.358571,39.560000,30.290000,21.895473,1249.848500,1249.617000,0.013428,1.342833,-0.347453,0.906818,0.439155,8.950000,9.270000,1.120000,0.018526,-1.044807,2.560964,0.939286,0.060714,0,RANGE,1,MEAN_REVERSION,0,80,0.249653,-0.135651,-0.569991,0,TIMEOUT,18.176085,30
R_100_1764468599971_29,R_100,1756745040,2025-09-01T16:44:00.000Z,16,1,44,1,PUT,0,1235.890000,1234.470000,1236.240000,1234.470000,1235.890000,70.580000,68.060000,1235.486654,1228.225000,1220.963346,56.510000,51.400000,33.484054,1235.887500,1237.286000,0.011825,1.182463,1.055545,-0.032636,1.207766,2.520000,5.110000,14.070000,-0.113030,0.000202,2.365698,0.802260,0.197740,0,BEARISH_TREND,0,MOMENTUM,1,85,0.120706,0.405394,0.810800,0,SL,-20.000000,11
R_100_1764468599971_30,R_100,1756753020,2025-09-01T18:57:00.000Z,18,1,57,1,CALL,1,1246.140000,1250.300000,1250.460000,1246.140000,1246.140000,29.800000,38.240000,1259.849095,1254.526000,1249.202905,47.720000,57.420000,25.791148,1237.663000,1237.195500,0.008486,0.848622,-1.575399,1.100125,-0.245791,-8.440000,-9.700000,-17.920000,0.037787,0.684920,2.397618,0.962963,0.037037,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.351848,-0.645017,-0.620454,0,SL,-20.000000,7
R_100_1764468599971_31,R_100,1756757100,2025-09-01T20:05:00.000Z,20,1,5,1,CALL,1,1247.720000,1251.990000,1252.020000,1247.720000,1247.720000,29.660000,34.530000,1267.921207,1258.048000,1248.174793,44.950000,46.510000,20.810133,1245.642000,1244.608000,0.015696,1.569607,-1.046063,1.619050,-0.036450,-4.870000,-1.560000,-15.290000,0.083078,0.166822,2.741179,0.993023,0.006977,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.309207,-0.616507,-1.225459,1,TP,32.000000,19
R_100_1764468599971_32,R_100,1756758840,2025-09-01T20:34:00.000Z,20,1,34,1,CALL,1,1243.430000,1244.800000,1245.410000,1243.430000,1243.430000,29.430000,31.430000,1259.772356,1252.091000,1244.409644,40.750000,46.920000,20.541517,1247.097500,1246.306000,0.012270,1.226965,-1.127535,1.314296,-0.078786,-2,-6.170000,-11.320000,0.063508,-0.294083,2.457292,0.691919,0.308081,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.111663,-0.626563,-0.659908,0,TIMEOUT,9.071681,30
R_100_1764468599972_33,R_100,1756776360,2025-09-02T01:26:00.000Z,1,2,26,1,CALL,1,1276.300000,1281.330000,1281.330000,1276.300000,1276.300000,26.090000,33.500000,1297.836609,1288.527500,1279.218391,39.470000,48.860000,38.009452,1271.716000,1270.637000,0.014449,1.444922,-1.313498,1.687425,-0.228660,-7.410000,-9.390000,-13.380000,0.084918,0.360458,2.716218,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.406552,-0.806727,-1.364040,0,TIMEOUT,-7.176996,30
R_100_1764468599972_34,R_100,1756782180,2025-09-02T03:03:00.000Z,3,2,3,1,CALL,1,1274.570000,1277.630000,1277.850000,1274.420000,1274.570000,28.140000,32.910000,1295.343782,1285.745500,1276.147218,42.740000,46.600000,32.344652,1280.475500,1279.630500,0.014930,1.493030,-1.164323,1.629866,-0.123745,-4.770000,-3.860000,-14.600000,0.066035,-0.461196,2.555551,0.892128,0.064140,0.043732,BULLISH_TREND,2,MOMENTUM,1,85,-0.264486,-0.518260,-1.164711,0,SL,-20.000000,20
R_100_1764468599973_35,R_100,1756798380,2025-09-02T07:33:00.000Z,7,2,33,1,PUT,0,1198.340000,1196.640000,1198.630000,1196.440000,1198.340000,70.030000,67.690000,1196.629778,1190.585500,1184.541222,44.840000,37.520000,55.200015,1222.653000,1227.416000,0.010153,1.015346,1.282949,-0.142716,1.151491,2.340000,7.320000,25.190000,-0.388051,-1.988545,2.233749,0.776256,0.132420,0.091324,BEARISH_TREND,0,MOMENTUM,1,85,0.116965,0.699148,0.753334,0,SL,-20.000000,30
R_100_1764468599973_36,R_100,1756800660,2025-09-02T08:11:00.000Z,8,2,11,1,PUT,0,1207.260000,1205.220000,1207.820000,1205.220000,1207.260000,70.600000,66.440000,1208.583092,1200.948000,1193.312908,56.630000,52.620000,49.808725,1215.202500,1218.791000,0.012715,1.271511,0.826709,0.109595,1.155268,4.160000,4.010000,13.970000,-0.294431,-0.653595,2.488381,0.784615,0.215385,0,BEARISH_TREND,0,MOMENTUM,1,85,0.190046,0.430920,0.903506,0,TIMEOUT,-6.659709,30
R_100_1764468599973_37,R_100,1756829520,2025-09-02T16:12:00.000Z,16,2,12,1,PUT,0,1225.420000,1227.700000,1229.050000,1225.420000,1225.420000,63.050000,71.140000,1230.340992,1220.794000,1211.247008,60.810000,67.160000,17.478148,1212.849500,1212.759000,0.015641,1.564063,0.484551,0.401576,1.156582,-8.090000,-6.350000,2.240000,0.007462,1.036444,2.383090,0.628099,0.371901,0,RANGE,1,MEAN_REVERSION,0,80,-0.197907,0.207706,0.572864,0,SL,-20.000000,8
R_100_1764468599974_38,R_100,1756836960,2025-09-02T18:16:00.000Z,18,2,16,1,CALL,1,1232.640000,1235.460000,1235.700000,1232.040000,1232.640000,26.820000,30.860000,1251.573362,1243.066000,1234.558638,43.440000,50.730000,31.897201,1222.742500,1221.502000,0.013688,1.368771,-1.225527,1.536001,-0.155653,-4.040000,-7.290000,-16.620000,0.101555,0.809451,2.637416,0.770492,0.065574,0.163934,BULLISH_TREND,2,MOMENTUM,1,85,-0.248440,-0.680053,-1.003903,0,TIMEOUT,4.283489,30
R_100_1764468599974_39,R_100,1756892160,2025-09-03T09:36:00.000Z,9,3,36,1,CALL,1,1176.390000,1180.550000,1180.550000,1176.390000,1176.390000,25.230000,30.090000,1200.467428,1188.741000,1177.014572,46.100000,50.500000,26.834353,1171.440500,1170.648000,0.019729,1.972916,-1.053262,2.046722,-0.053092,-4.860000,-4.400000,-20.870000,0.067698,0.422514,2.560111,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.334649,-0.793557,-1.669230,0,TIMEOUT,13.566929,30
R_100_1764468599974_40,R_100,1756923180,2025-09-03T18:13:00.000Z,18,3,13,1,CALL,1,1155.960000,1154.630000,1156.180000,1154.170000,1155.960000,35.470000,29.800000,1168.136623,1160.956500,1153.776377,41.920000,44.230000,19.092716,1159.151000,1159.785000,0.012369,1.236932,-0.695879,1.053378,0.188901,5.670000,-2.310000,-6.450000,-0.054665,-0.275288,2.320380,0.661692,0.109453,0.228856,RANGE,1,MEAN_REVERSION,0,80,0.123860,-0.161509,-0.595074,0,SL,-20.000000,6
R_100_1764468599975_41,R_100,1756940160,2025-09-03T22:56:00.000Z,22,3,56,0,PUT,0,1132.370000,1131.890000,1132.980000,1131.770000,1132.370000,70.360000,70,1133.550646,1122.445000,1111.339354,59.680000,57.780000,48.021286,1132.349000,1133.903500,0.019788,1.978831,0.893690,0.104263,1.857224,0.360000,1.900000,10.680000,-0.137093,0.001855,2.313315,0.396694,0.504132,0.099174,BEARISH_TREND,0,MOMENTUM,1,85,0.023849,0.386521,1.347880,0,SL,-20.000000,7
R_100_1764468599975_42,R_100,1756946160,2025-09-04T00:36:00.000Z,0,4,36,1,PUT,0,1142.370000,1142.750000,1143.070000,1140.790000,1142.370000,62.260000,64.320000,1145.365725,1137.350000,1129.334275,61.850000,64.520000,34.885480,1129.072000,1129.114000,0.014095,1.409544,0.626269,0.262238,1.141112,-2.060000,-2.670000,0.410000,-0.003720,1.177781,2.295641,0.166667,0.140351,0.692982,RANGE,1,MEAN_REVERSION,0,80,-0.060364,0.148157,1.001733,1,TP,32.000000,13
R_100_1764468599975_43,R_100,1756954260,2025-09-04T02:51:00.000Z,2,4,51,1,PUT,0,1126.940000,1130.850000,1131.420000,1126.940000,1126.940000,50.760000,63.460000,1131.748397,1127.111500,1122.474603,47.680000,55.400000,20.437430,1128.615000,1128.451500,0.008228,0.822793,-0.036986,0.426677,0.396241,-12.700000,-7.720000,3.080000,0.014489,-0.148412,2.335820,0.872768,0.127232,0,RANGE,1,MEAN_REVERSION,0,80,-0.349282,-0.058531,0.035507,0,TIMEOUT,16.078939,30
R_100_1764468599975_44,R_100,1756969560,2025-09-04T07:06:00.000Z,7,4,6,1,PUT,0,1104,1103.030000,1104.580000,1101.930000,1104,70.790000,68.850000,1103.850177,1098.632500,1093.414823,49.700000,46.020000,35.956296,1110.174500,1111.153000,0.009498,0.949849,1.028714,-0.013571,0.958802,1.940000,3.680000,21.090000,-0.088062,-0.556174,2.071465,0.366038,0.218868,0.415094,BEARISH_TREND,0,MOMENTUM,1,85,0.080681,0.331713,0.780501,0,SL,-20.000000,13
R_100_1764468599976_45,R_100,1756970640,2025-09-04T07:24:00.000Z,7,4,24,1,PUT,0,1111.500000,1109.350000,1111.780000,1109.350000,1111.500000,74.440000,70.790000,1111.172139,1105.761500,1100.350861,61.770000,57.330000,32.909045,1109.614000,1110.174500,0.009786,0.978627,1.060596,-0.029497,1.003071,3.650000,4.440000,12.670000,-0.050488,0.169969,2.030019,0.884774,0.115226,0,BEARISH_TREND,0,MOMENTUM,1,85,0.167622,0.332184,0.825472,0,SL,-20.000000,14
R_100_1764468599976_46,R_100,1756971780,2025-09-04T07:43:00.000Z,7,4,43,1,PUT,0,1123.910000,1124.330000,1125.570000,1123.860000,1123.910000,81.650000,84.950000,1125.379527,1113.978000,1102.576473,69.780000,67.060000,31.907196,1109.289000,1109.614000,0.020470,2.046993,0.871111,0.130751,1.898153,-3.300000,2.720000,11.870000,-0.029289,1.318051,2.137098,0.245614,0.725146,0.029240,BEARISH_TREND,0,MOMENTUM,1,85,-0.061355,0.525026,1.459729,0,TIMEOUT,14.912226,30
R_100_1764468599976_47,R_100,1756987200,2025-09-04T12:00:00.000Z,12,4,0,1,CALL,1,1136.180000,1139.590000,1140.720000,1136.130000,1136.180000,25.630000,30.760000,1151.602679,1144.877500,1138.152321,43.900000,54.520000,37.700425,1125.761500,1124.433500,0.011748,1.174829,-1.293274,1.357415,-0.173592,-5.130000,-10.620000,-18.270000,0.118104,0.925462,2.228991,0.742919,0.246187,0.010893,BULLISH_TREND,2,MOMENTUM,1,85,-0.244958,-0.644484,-0.993395,0,SL,-20.000000,3
R_100_1764468599976_48,R_100,1756987680,2025-09-04T12:08:00.000Z,12,4,8,1,CALL,1,1128.020000,1131.230000,1131.800000,1128.020000,1128.020000,25.760000,30.130000,1151.843980,1138.233000,1124.622020,42.640000,43.900000,37.700425,1125.761500,1124.433500,0.023916,2.391598,-0.750350,2.112017,0.301234,-4.370000,-1.260000,-16.880000,0.118104,0.200620,2.369678,0.849206,0.150794,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.280236,-0.161968,-1.607571,1,TP,32.000000,11
R_100_1764468599976_49,R_100,1756991520,2025-09-04T13:12:00.000Z,13,4,12,1,CALL,1,1123.410000,1127.280000,1127.280000,1122.820000,1123.410000,24.890000,32.260000,1138.275671,1131.857500,1125.439329,39.620000,43.100000,28.822736,1128.828000,1128.487000,0.011341,1.134095,-1.316185,1.323263,-0.180640,-7.370000,-3.480000,-14.730000,0.030217,-0.479967,2.238183,0.867713,0,0.132287,BULLISH_TREND,2,MOMENTUM,1,85,-0.356563,-0.518919,-0.897158,1,TP,32.000000,8
R_100_1764468599976_50,R_100,1756993560,2025-09-04T13:46:00.000Z,13,4,46,1,CALL,1,1118.350000,1120.460000,1120.850000,1118.350000,1118.350000,27.200000,31.340000,1130.685111,1124.485500,1118.285889,36.180000,37.520000,25.306613,1129.515000,1129.012500,0.011027,1.102657,-0.989659,1.102974,0.005733,-4.140000,-1.340000,-8.980000,0.044508,-0.988477,2.108165,0.844000,0.156000,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.180298,-0.278206,-0.845827,1,TP,32.000000,8
