tradeId,asset,timestamp,datetime,hourOfDay,dayOfWeek,minuteOfHour,isMarketOpen,direction,directionEncoded,entryPrice,openPrice,highPrice,lowPrice,closePrice,rsi1m,rsi1mPrev,bbUpper,bbMiddle,bbLower,rsi5m,rsi5mPrev,adx15m,sma15m,sma15mPrev,bbWidth,bbWidthPct,pricePositionInBB,distToUpperBB,distToLowerBB,rsiDelta1m,rsiDelta5m,rsiDivergence,smaSlope15m,distToSma15m,atr1m,candleBodyPct,upperWickPct,lowerWickPct,regime,regimeEncoded,strategyType,strategyEncoded,confidence,priceChange1,priceChange5,priceChange15,target,exitReason,pnl,barsHeld
R_100_1764468600005_206,R_100,1758599760,2025-09-23T03:56:00.000Z,3,2,56,1,PUT,0,1076.670000,1078.300000,1079.090000,1076.410000,1076.670000,60.350000,65.830000,1080.115312,1074.058000,1068.000688,62.780000,69.280000,19.881267,1067.020500,1066.720000,0.011279,1.127930,0.431214,0.319997,0.805197,-5.480000,-6.500000,-2.430000,0.028170,0.904341,2.155135,0.608209,0.294776,0.097015,RANGE,1,MEAN_REVERSION,0,80,-0.145608,0.128337,0.508766,0,SL,-20.000000,18
R_100_1764468600005_207,R_100,1758603780,2025-09-23T05:03:00.000Z,5,2,3,1,CALL,1,1074.700000,1075.760000,1075.870000,1074.700000,1074.700000,38.800000,41.310000,1085.242951,1079.402000,1073.561049,50.230000,54.150000,22.941291,1066.760500,1066.635500,0.010823,1.082257,-0.805006,0.981013,0.105978,-2.510000,-3.920000,-11.430000,0.011719,0.744263,2.099548,0.905983,0.094017,0,RANGE,1,MEAN_REVERSION,0,80,-0.102249,-0.158861,-0.759059,0,SL,-20.000000,23
R_100_1764468600005_208,R_100,1758613080,2025-09-23T07:38:00.000Z,7,2,38,1,CALL,1,1062.770000,1062.460000,1063.220000,1061.960000,1062.770000,31.390000,29.840000,1078.677540,1069.637500,1060.597460,43.020000,46.290000,15.924504,1069.132000,1068.420000,0.016903,1.690300,-0.759676,1.496800,0.204422,1.550000,-3.270000,-11.630000,0.066640,-0.595062,2.166726,0.246032,0.357143,0.396825,RANGE,1,MEAN_REVERSION,0,80,0.036710,-0.187834,-1.156983,1,TP,32.000000,23
R_100_1764468600006_209,R_100,1758632640,2025-09-23T13:04:00.000Z,13,2,4,1,CALL,1,1074.490000,1071.630000,1075.100000,1071.200000,1074.490000,39,31.550000,1091.900343,1079.918500,1067.936657,38.830000,39.790000,15.660467,1083.117500,1082.627000,0.022190,2.219027,-0.453061,1.620336,0.609903,7.450000,-0.960000,0.170000,0.045306,-0.796543,2.247162,0.733333,0.156410,0.110256,RANGE,1,MEAN_REVERSION,0,80,0.221992,-0.082761,-1.077160,0,TIMEOUT,7.966570,30
R_100_1764468600006_210,R_100,1758637020,2025-09-23T14:17:00.000Z,14,2,17,1,PUT,0,1095.680000,1094.330000,1095.980000,1094.330000,1095.680000,70.480000,68.320000,1097.567492,1087.551000,1077.534508,66.400000,64.300000,16.275818,1085.353500,1084.301000,0.018420,1.842027,0.811562,0.172267,1.656094,2.160000,2.100000,4.080000,0.097067,0.951441,2.199704,0.818182,0.181818,0,RANGE,1,MEAN_REVERSION,0,80,0.127023,0.341591,1.280238,0,SL,-20.000000,16
R_100_1764468600006_211,R_100,1758651840,2025-09-23T18:24:00.000Z,18,2,24,1,CALL,1,1122.560000,1127.510000,1127.510000,1122.560000,1122.560000,25.860000,33.240000,1139.229589,1131.921000,1124.612411,44.890000,51.660000,39.994924,1113.608500,1111.475000,0.012914,1.291360,-1.280822,1.484962,-0.182833,-7.380000,-6.770000,-19.030000,0.191952,0.803828,2.371567,1,0,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.412523,-0.550156,-0.726054,0,SL,-20.000000,3
R_100_1764468600007_212,R_100,1758654660,2025-09-23T19:11:00.000Z,19,2,11,1,CALL,1,1116.100000,1118.290000,1118.440000,1115.990000,1116.100000,25.260000,30.140000,1128.934010,1123.508000,1118.081990,37.830000,43.370000,31.588159,1118.666000,1117.703000,0.009659,0.965905,-1.365276,1.149898,-0.177582,-4.880000,-5.540000,-12.570000,0.086159,-0.229380,2.044302,0.893878,0.061224,0.044898,BULLISH_TREND,2,MOMENTUM,1,85,-0.235980,-0.524074,-0.820204,0,TIMEOUT,-2.006989,30
R_100_1764468600007_213,R_100,1758691740,2025-09-24T05:29:00.000Z,5,3,29,1,CALL,1,1205.770000,1210.020000,1210.020000,1205.750000,1205.770000,27.680000,35.800000,1217.051897,1212.572500,1208.093103,46.710000,59.040000,65.039519,1193.568500,1191.424000,0.007388,0.738825,-1.518620,0.935659,-0.192666,-8.120000,-12.330000,-19.030000,0.179995,1.022271,2.153844,0.995316,0,0.004684,BULLISH_TREND,2,MOMENTUM,1,85,-0.333937,-0.682833,-0.664832,0,SL,-20.000000,5
R_100_1764468600007_214,R_100,1758692340,2025-09-24T05:39:00.000Z,5,3,39,1,CALL,1,1197.290000,1196.250000,1197.290000,1195.460000,1197.290000,22.210000,18.020000,1218.007226,1205.902000,1193.796774,37.800000,40.450000,60.414377,1194.885000,1193.568500,0.020077,2.007663,-0.711428,1.730343,0.291761,4.190000,-2.650000,-15.590000,0.110299,0.201275,2.224553,0.568306,0,0.431694,BULLISH_TREND,2,MOMENTUM,1,85,0.073553,-0.231653,-1.381316,1,TP,32.000000,7
R_100_1764468600007_215,R_100,1758705900,2025-09-24T09:25:00.000Z,9,3,25,1,PUT,0,1215.690000,1212.060000,1215.690000,1211.790000,1215.690000,70.760000,62.600000,1213.731323,1209.303000,1204.874677,63.800000,62.190000,28.066382,1204.026500,1204.346000,0.007324,0.732376,1.442307,-0.161116,0.889645,8.160000,1.610000,6.960000,-0.026529,0.968708,2.308299,0.930769,0,0.069231,BEARISH_TREND,0,MOMENTUM,1,85,0.328461,0.281288,0.496826,0,TIMEOUT,18.853491,30
R_100_1764468600008_216,R_100,1758739500,2025-09-24T18:45:00.000Z,18,3,45,1,PUT,0,1182.360000,1180.820000,1182.800000,1180.660000,1182.360000,70.060000,67.350000,1181.815670,1173.680000,1165.544330,55.400000,53.760000,37.170625,1188.371500,1189.698000,0.013864,1.386352,1.066907,-0.046038,1.422212,2.710000,1.640000,14.660000,-0.111499,-0.505860,2.226223,0.719626,0.205607,0.074766,BEARISH_TREND,0,MOMENTUM,1,85,0.134658,0.652938,1.146318,0,SL,-20.000000,8
R_100_1764468600009_217,R_100,1758740280,2025-09-24T18:58:00.000Z,18,3,58,1,PUT,0,1190.760000,1192.720000,1192.920000,1190.540000,1190.760000,70.540000,78.890000,1194.664650,1183.423000,1172.181350,65.460000,60.760000,37.170625,1188.371500,1189.698000,0.018999,1.899853,0.652662,0.327912,1.560235,-8.350000,4.700000,5.080000,-0.111499,0.200989,2.531853,0.823529,0.084034,0.092437,BEARISH_TREND,0,MOMENTUM,1,85,-0.184415,0.218826,1.024875,0,SL,-20.000000,5
R_100_1764468600009_218,R_100,1758748680,2025-09-24T21:18:00.000Z,21,3,18,1,PUT,0,1167.520000,1166.610000,1168.040000,1166.610000,1167.520000,71.430000,69.180000,1167.279751,1160.150500,1153.021249,56.500000,50.590000,32.925098,1171.824000,1172.401000,0.012290,1.229022,1.033699,-0.020578,1.241842,2.250000,5.910000,14.930000,-0.049215,-0.367291,2.309533,0.636364,0.363636,0,BEARISH_TREND,0,MOMENTUM,1,85,0.117481,0.496665,0.689941,0,SL,-20.000000,21
R_100_1764468600009_219,R_100,1758758400,2025-09-25T00:00:00.000Z,0,4,0,1,PUT,0,1204.330000,1205.350000,1205.430000,1203.890000,1204.330000,72.170000,74.720000,1209.591062,1197.691000,1185.790938,59.090000,76.960000,27.312834,1174.414000,1174.661000,0.019872,1.987167,0.557896,0.436846,1.539367,-2.550000,-17.870000,13.080000,-0.021027,2.547313,2.187958,0.662338,0.051948,0.285714,BEARISH_TREND,0,MOMENTUM,1,85,-0.051454,0.208016,1.156599,1,TP,32.000000,4
R_100_1764468600009_220,R_100,1758790020,2025-09-25T08:47:00.000Z,8,4,47,1,CALL,1,1246.060000,1249.450000,1249.540000,1245.950000,1246.060000,29.320000,35.900000,1265.307123,1255.806000,1246.304877,49.110000,54.390000,47.224647,1236.212000,1234.876000,0.015132,1.513151,-1.025773,1.544639,-0.019652,-6.580000,-5.280000,-19.790000,0.108189,0.796627,2.578283,0.944290,0.025070,0.030641,BULLISH_TREND,2,MOMENTUM,1,85,-0.326363,-0.547521,-1.067876,0,TIMEOUT,7.800587,30
R_100_1764468600009_221,R_100,1758794340,2025-09-25T09:59:00.000Z,9,4,59,1,CALL,1,1236.810000,1238.930000,1239.580000,1236.710000,1236.810000,29.310000,33.190000,1251.585757,1244.360500,1237.135243,37.790000,44.440000,37.023262,1241.813000,1240.917500,0.011613,1.161280,-1.045015,1.194667,-0.026297,-3.880000,-6.650000,-8.480000,0.072164,-0.402879,2.437097,0.738676,0.226481,0.034843,BULLISH_TREND,2,MOMENTUM,1,85,-0.177561,-0.506793,-0.788520,0,TIMEOUT,-15.232736,30
R_100_1764468600010_222,R_100,1758813060,2025-09-25T15:11:00.000Z,15,4,11,1,PUT,0,1249,1250.130000,1250.520000,1248.120000,1249,78.910000,83.740000,1251.337446,1241.106500,1230.875554,66.460000,67.630000,19.597180,1236.026500,1235.430500,0.016487,1.648681,0.771532,0.187145,1.451117,-4.830000,-1.170000,12.450000,0.048242,1.049613,2.465311,0.470833,0.162500,0.366667,RANGE,1,MEAN_REVERSION,0,80,-0.083197,0.501300,0.781887,0,SL,-20.000000,23
R_100_1764468600010_223,R_100,1758827820,2025-09-25T19:17:00.000Z,19,4,17,1,CALL,1,1251.640000,1253.990000,1254.040000,1251.470000,1251.640000,29.690000,33.520000,1271.557627,1262.600000,1253.642373,45.750000,52.620000,22.475873,1249.844000,1248.030000,0.014189,1.418918,-1.223538,1.591322,-0.159980,-3.830000,-6.870000,-16.060000,0.145349,0.143698,2.455214,0.914397,0.019455,0.066148,BULLISH_TREND,2,MOMENTUM,1,85,-0.208888,-0.821705,-1.113192,0,TIMEOUT,11.377073,30
R_100_1764468600010_224,R_100,1758852960,2025-09-26T02:16:00.000Z,2,5,16,1,CALL,1,1315.620000,1317.520000,1317.980000,1315.300000,1315.620000,28.480000,30.800000,1336.394711,1325.411500,1314.428289,44.610000,51.560000,61.998511,1305.085500,1303.431000,0.016573,1.657329,-0.891497,1.579081,0.090582,-2.320000,-6.950000,-16.130000,0.126934,0.807188,2.637927,0.708955,0.171642,0.119403,BULLISH_TREND,2,MOMENTUM,1,85,-0.123743,-0.345407,-1.155522,0,SL,-20.000000,14
R_100_1764468600010_225,R_100,1758856560,2025-09-26T03:16:00.000Z,3,5,16,1,CALL,1,1300.650000,1307.560000,1308.330000,1300.650000,1300.650000,24.610000,34.890000,1321.480297,1312.735000,1303.989703,33.580000,40.760000,48.921569,1311.022000,1310.221000,0.013324,1.332378,-1.381886,1.601530,-0.256772,-10.280000,-7.180000,-8.970000,0.061135,-0.791139,2.781451,0.899740,0.100260,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.545959,-0.794014,-1.347825,0,TIMEOUT,17.744974,30
R_100_1764468600010_226,R_100,1758873060,2025-09-26T07:51:00.000Z,7,5,51,1,CALL,1,1288.060000,1289.590000,1290.040000,1287.870000,1288.060000,34.220000,36.130000,1301.007413,1293.477500,1285.947587,36.260000,31.360000,18.419542,1302.259000,1303.538500,0.011643,1.164290,-0.719464,1.005187,0.164000,-1.910000,4.900000,-2.040000,-0.098156,-1.090336,2.654260,0.705069,0.207373,0.087558,RANGE,1,MEAN_REVERSION,0,80,-0.082227,-0.374352,-0.704595,1,TP,32.000000,11
R_100_1764468600010_227,R_100,1758879300,2025-09-26T09:35:00.000Z,9,5,35,1,CALL,1,1294.030000,1295.910000,1296.230000,1292.530000,1294.030000,39.140000,42.110000,1308.834217,1300.088500,1291.342783,37.840000,45.970000,15.180857,1299.396500,1300.379000,0.013454,1.345403,-0.692739,1.144040,0.207663,-2.970000,-8.130000,1.300000,-0.075555,-0.412999,2.840337,0.508108,0.086486,0.405405,RANGE,1,MEAN_REVERSION,0,80,-0.139678,-0.348081,-0.778267,0,SL,-20.000000,4
R_100_1764468600013_228,R_100,1758882960,2025-09-26T10:36:00.000Z,10,5,36,1,PUT,0,1284.130000,1287.460000,1287.660000,1284.130000,1284.130000,58.150000,71.350000,1287.677761,1280.791000,1273.904239,51.540000,49.350000,19.724004,1295.525000,1296.094500,0.010754,1.075392,0.484843,0.276277,0.796318,-13.200000,2.190000,6.610000,-0.043940,-0.879566,2.525724,0.943343,0.056657,0,RANGE,1,MEAN_REVERSION,0,80,-0.268719,-0.002336,0.305416,0,SL,-20.000000,4
R_100_1764468600013_229,R_100,1758890880,2025-09-26T12:48:00.000Z,12,5,48,1,PUT,0,1274.580000,1272.070000,1274.580000,1272.070000,1274.580000,70.780000,66.310000,1274.608954,1265.938500,1257.268046,52.370000,46.830000,23.013597,1283.499500,1284.197000,0.013698,1.369806,0.996661,0.002272,1.358248,4.470000,5.540000,18.410000,-0.054314,-0.694936,2.438209,1,0,0,BEARISH_TREND,0,MOMENTUM,1,85,0.207557,0.385133,0.750144,0,SL,-20.000000,4
R_100_1764468600013_230,R_100,1758893820,2025-09-26T13:37:00.000Z,13,5,37,1,PUT,0,1279.990000,1282.340000,1282.380000,1279.650000,1279.990000,63.920000,72.580000,1282.425557,1273.203000,1263.980443,56.970000,54.740000,19.689994,1280.314000,1280.572000,0.014487,1.448718,0.735913,0.190279,1.250756,-8.660000,2.230000,6.950000,-0.020147,-0.025306,2.598701,0.860806,0.014652,0.124542,RANGE,1,MEAN_REVERSION,0,80,-0.215941,0.384287,0.648718,0,SL,-20.000000,13
R_100_1764468600013_231,R_100,1758897180,2025-09-26T14:33:00.000Z,14,5,33,1,CALL,1,1266.870000,1266.980000,1267.940000,1266.570000,1266.870000,29.560000,30.020000,1283.983867,1275.026000,1266.068133,40.610000,44.750000,15.937166,1275.889000,1276.718500,0.014051,1.405127,-0.910485,1.350878,0.063295,-0.460000,-4.140000,-11.050000,-0.064971,-0.706880,2.679600,0.080292,0.700730,0.218978,RANGE,1,MEAN_REVERSION,0,80,-0.026831,-0.720186,-0.472158,0,TIMEOUT,-6.188480,30
R_100_1764468600013_232,R_100,1758911040,2025-09-26T18:24:00.000Z,18,5,24,1,PUT,0,1289.380000,1289.200000,1289.860000,1288.100000,1289.380000,64.540000,63.490000,1290.081912,1283.701000,1277.320088,54.820000,50,14.252252,1283.137500,1282.145500,0.009941,0.994143,0.889998,0.054438,0.935326,1.050000,4.820000,9.720000,0.077370,0.486503,2.282975,0.102273,0.272727,0.625000,RANGE,1,MEAN_REVERSION,0,80,0.041122,0.333829,0.527830,1,TP,32.000000,16
R_100_1764468600013_233,R_100,1758913380,2025-09-26T19:03:00.000Z,19,5,3,1,CALL,1,1265.070000,1264.600000,1265.180000,1263.600000,1265.070000,30.560000,30.590000,1276.692991,1270.781000,1264.869009,31.720000,33.950000,15.460509,1280.651500,1281.754500,0.009304,0.930450,-0.966003,0.918763,0.015888,-0.030000,-2.230000,-1.160000,-0.086054,-1.216685,2.701873,0.297468,0.069620,0.632911,RANGE,1,MEAN_REVERSION,0,80,-0.001581,-0.392895,-0.556538,0,SL,-20.000000,7
R_100_1764468600013_234,R_100,1758914220,2025-09-26T19:17:00.000Z,19,5,17,1,CALL,1,1254.600000,1253.690000,1254.720000,1253.170000,1254.600000,29.210000,26.520000,1272.976706,1261.721500,1250.466294,25.910000,24,18.278493,1279.786500,1280.651500,0.017841,1.784103,-0.632729,1.464746,0.329484,2.690000,1.910000,3.300000,-0.067544,-1.968024,2.710517,0.587097,0.077419,0.335484,RANGE,1,MEAN_REVERSION,0,80,0.064604,-0.176636,-0.829190,0,SL,-20.000000,7
R_100_1764468600014_235,R_100,1758916260,2025-09-26T19:51:00.000Z,19,5,51,1,PUT,0,1265.320000,1261.010000,1265.580000,1261.010000,1265.320000,71.040000,64.420000,1263.187320,1253.138000,1243.088680,46.830000,43.840000,21.241962,1278.591500,1278.900500,0.016039,1.603865,1.212221,-0.168549,1.756972,6.620000,2.990000,24.210000,-0.024161,-1.037978,2.765363,0.943107,0.056893,0,BEARISH_TREND,0,MOMENTUM,1,85,0.395131,0.914782,1.246659,1,TP,32.000000,14
R_100_1764468600014_236,R_100,1758925860,2025-09-26T22:31:00.000Z,22,5,31,0,PUT,0,1243.110000,1240.820000,1243.370000,1240.670000,1243.110000,73.450000,69.430000,1242.294178,1234.934500,1227.574822,52.600000,45.230000,32.834455,1254.893000,1256.755500,0.011919,1.191914,1.110850,-0.065628,1.249703,4.020000,7.370000,20.850000,-0.148199,-0.938965,2.315623,0.848148,0.096296,0.055556,BEARISH_TREND,0,MOMENTUM,1,85,0.207976,0.408707,0.761929,0,TIMEOUT,17.182711,30
R_100_1764468600014_237,R_100,1758928620,2025-09-26T23:17:00.000Z,23,5,17,0,PUT,0,1249.520000,1245.540000,1249.520000,1245.450000,1249.520000,72.580000,65.250000,1248.971444,1241.113500,1233.255556,60.650000,55.370000,28.344367,1248.769500,1251.096500,0.012663,1.266273,1.069809,-0.043901,1.301655,7.330000,5.280000,11.930000,-0.185997,0.060099,2.421135,0.977887,0,0.022113,BEARISH_TREND,0,MOMENTUM,1,85,0.297798,0.420320,0.834423,0,SL,-20.000000,21
R_100_1764468600014_238,R_100,1758930180,2025-09-26T23:43:00.000Z,23,5,43,0,PUT,0,1264.520000,1263.680000,1264.940000,1262.970000,1264.520000,80.100000,79,1264.642718,1251.843500,1239.044282,65.670000,63,27.032208,1248.250500,1248.769500,0.020449,2.044859,0.990412,0.009705,2.014655,1.100000,2.670000,14.430000,-0.041561,1.303384,2.555283,0.426396,0.213198,0.360406,BEARISH_TREND,0,MOMENTUM,1,85,0.090234,0.591048,1.526282,0,SL,-20.000000,18
R_100_1764468600014_239,R_100,1758935580,2025-09-27T01:13:00.000Z,1,6,13,1,CALL,1,1250.840000,1247.290000,1250.840000,1246.740000,1250.840000,38.660000,26.390000,1264.391898,1256.470500,1248.549102,44.920000,48.590000,20.432453,1249.161000,1249.322500,0.012609,1.260897,-0.710796,1.083424,0.183149,12.270000,-3.670000,-6.260000,-0.012927,0.134410,2.548142,0.865854,0,0.134146,RANGE,1,MEAN_REVERSION,0,80,0.314375,-0.494805,-0.565205,1,TP,32.000000,20
R_100_1764468600014_240,R_100,1758944820,2025-09-27T03:47:00.000Z,3,6,47,1,CALL,1,1269.690000,1271.670000,1272,1269.310000,1269.690000,29.770000,33.580000,1287.034090,1277.782500,1268.530910,46.950000,54.350000,23.748656,1263.672000,1261.854000,0.014481,1.448070,-0.874715,1.366010,0.091289,-3.810000,-7.400000,-17.180000,0.144074,0.476231,2.591879,0.736059,0.122677,0.141264,BULLISH_TREND,2,MOMENTUM,1,85,-0.183958,-0.439896,-1.166058,0,TIMEOUT,10.774283,30
R_100_1764468600014_241,R_100,1758946920,2025-09-27T04:22:00.000Z,4,6,22,1,CALL,1,1260.940000,1261.900000,1262.410000,1260.740000,1260.940000,23.220000,25.190000,1279.974773,1271.999500,1264.024227,35.700000,47.070000,22.156926,1265.920500,1265.101500,0.012540,1.253974,-1.386724,1.509570,-0.244597,-1.970000,-11.370000,-12.480000,0.064738,-0.393429,2.535609,0.574850,0.305389,0.119760,BULLISH_TREND,2,MOMENTUM,1,85,-0.133848,-0.955927,-0.873393,0,SL,-20.000000,28
R_100_1764468600014_242,R_100,1758951780,2025-09-27T05:43:00.000Z,5,6,43,1,PUT,0,1259.860000,1259.900000,1261.020000,1259.640000,1259.860000,65.900000,66.570000,1262.582455,1255.444000,1248.305545,50.470000,48.420000,21.350856,1263.953500,1263.751000,0.011372,1.137200,0.618621,0.216092,0.917122,-0.670000,2.050000,15.430000,0.016024,-0.323865,2.180893,0.028986,0.811594,0.159420,RANGE,1,MEAN_REVERSION,0,80,-0.012698,0.165371,0.561932,0,TIMEOUT,-4.095693,30
R_100_1764468600014_243,R_100,1758967620,2025-09-27T10:07:00.000Z,10,6,7,1,PUT,0,1229.500000,1227.880000,1230.420000,1227.730000,1229.500000,70.740000,68.150000,1230.365818,1219.697000,1209.028182,61.320000,58.040000,37.164901,1231.371000,1232.289500,0.017494,1.749421,0.918846,0.070420,1.665052,2.590000,3.280000,9.420000,-0.074536,-0.151944,2.616031,0.602230,0.342007,0.055762,BEARISH_TREND,0,MOMENTUM,1,85,0.158037,0.383736,1.228408,0,SL,-20.000000,9
R_100_1764468600014_244,R_100,1758977700,2025-09-27T12:55:00.000Z,12,6,55,1,PUT,0,1219.960000,1220.080000,1220.510000,1219.570000,1219.960000,62.880000,62.580000,1222.187927,1215.097500,1208.007073,53.940000,60,28.420836,1214.997500,1214.871500,0.011671,1.167055,0.685784,0.182623,0.979780,0.300000,-6.060000,8.940000,0.010371,0.408437,2.430356,0.127660,0.457447,0.414894,RANGE,1,MEAN_REVERSION,0,80,0.014757,0.265466,0.590369,1,TP,32.000000,14
R_100_1764468600014_245,R_100,1758979260,2025-09-27T13:21:00.000Z,13,6,21,1,CALL,1,1205.410000,1205.520000,1205.800000,1204.120000,1205.410000,35.290000,36.100000,1218.899228,1211.014000,1203.128772,43.920000,41.200000,26.231188,1214.743500,1214.883000,0.013023,1.302252,-0.710696,1.119057,0.189249,-0.810000,2.720000,-8.630000,-0.011483,-0.768352,2.247875,0.065476,0.166667,0.767857,RANGE,1,MEAN_REVERSION,0,80,-0.037318,-0.166471,-0.745187,0,TIMEOUT,22.564936,30
R_100_1764468600014_246,R_100,1758985800,2025-09-27T15:10:00.000Z,15,6,10,1,PUT,0,1226,1223.350000,1226,1223.350000,1226,73.550000,69.570000,1224.796773,1216.059000,1207.321227,61.570000,62.990000,22.270818,1211.574000,1212.064000,0.014371,1.437064,1.137704,-0.098143,1.523554,3.980000,-1.420000,11.980000,-0.040427,1.190683,2.331571,1,0,0,BEARISH_TREND,0,MOMENTUM,1,85,0.232185,0.537952,0.949385,0,TIMEOUT,-9.918434,30
R_100_1764468600015_247,R_100,1759001100,2025-09-27T19:25:00.000Z,19,6,25,1,CALL,1,1219.600000,1217.870000,1221.070000,1217.300000,1219.600000,40.430000,34.430000,1227.975312,1222.141000,1216.306688,43.720000,34.870000,19.399327,1228.657000,1227.963500,0.009548,0.954769,-0.435527,0.686726,0.270032,6,8.850000,-3.290000,0.056476,-0.737146,2.697760,0.458886,0.389920,0.151194,RANGE,1,MEAN_REVERSION,0,80,0.175776,-0.153912,-0.339936,0,SL,-20.000000,20
R_100_1764468600015_248,R_100,1759031520,2025-09-28T03:52:00.000Z,3,0,52,1,CALL,1,1207.410000,1211.680000,1212.540000,1207.410000,1207.410000,28.850000,35.660000,1223.051735,1216.733500,1210.415265,39.690000,50.470000,20.928245,1209.857000,1209.317500,0.010386,1.038557,-1.475649,1.295478,-0.248902,-6.810000,-10.780000,-10.840000,0.044612,-0.202255,2.432717,0.832359,0.167641,0,BULLISH_TREND,2,MOMENTUM,1,85,-0.349936,-0.839335,-0.520709,0,SL,-20.000000,14
R_100_1764468600015_249,R_100,1759041420,2025-09-28T06:37:00.000Z,6,0,37,1,PUT,0,1199.200000,1195.720000,1199.200000,1195.350000,1199.200000,70.420000,61.600000,1197.799400,1193.096000,1188.392600,48.190000,47.350000,33.192864,1205.230500,1206.093500,0.007884,0.788436,1.297784,-0.116794,0.901218,8.820000,0.840000,22.230000,-0.071553,-0.500361,1.980238,0.903896,0,0.096104,BEARISH_TREND,0,MOMENTUM,1,85,0.270074,0.474220,0.765488,1,TP,32.000000,15
R_100_1764468600015_250,R_100,1759053240,2025-09-28T09:54:00.000Z,9,0,54,1,PUT,0,1185.740000,1182.670000,1185.740000,1181.710000,1185.740000,70.860000,64.810000,1184.015427,1178.787000,1173.558573,56.750000,49.370000,37.733629,1185.698000,1186.311000,0.008871,0.887086,1.329846,-0.145443,1.027327,6.050000,7.380000,14.110000,-0.051673,0.003542,2.298238,0.761787,0,0.238213,BEARISH_TREND,0,MOMENTUM,1,85,0.249410,0.570818,0.797375,0,TIMEOUT,12.616594,30
R_100_1764468600015_251,R_100,1759062060,2025-09-28T12:21:00.000Z,12,0,21,1,PUT,0,1171.930000,1171.070000,1172.500000,1170.670000,1171.930000,71.420000,69.870000,1171.094804,1166.276500,1161.458196,53.150000,50.500000,35.279840,1174.963000,1175.939500,0.008263,0.826271,1.173338,-0.071267,0.893552,1.550000,2.650000,18.270000,-0.083040,-0.258136,2.085147,0.469945,0.311475,0.218579,BEARISH_TREND,0,MOMENTUM,1,85,0.070019,0.357953,0.672623,0,TIMEOUT,8.055089,30
R_100_1764468600015_252,R_100,1759069320,2025-09-28T14:22:00.000Z,14,0,22,1,CALL,1,1183.860000,1185.200000,1185.390000,1183.230000,1183.860000,29.940000,32.300000,1201.117587,1192.766500,1184.415413,49.560000,55.830000,25.944131,1177.404000,1177.134500,0.014003,1.400289,-1.066508,1.457739,-0.046915,-2.360000,-6.270000,-19.620000,0.022895,0.548325,2.343721,0.620370,0.087963,0.291667,BULLISH_TREND,2,MOMENTUM,1,85,-0.129914,-1.039873,-0.698714,0,TIMEOUT,-8.548308,30
R_100_1764468600015_253,R_100,1759075320,2025-09-28T16:02:00.000Z,16,0,2,1,CALL,1,1167.110000,1166.900000,1167.250000,1166.250000,1167.110000,23.840000,21.200000,1183.408340,1174.092000,1164.775660,34.240000,36.310000,21.359021,1177.231500,1177.423500,0.015870,1.586986,-0.749436,1.396470,0.200010,2.640000,-2.070000,-10.400000,-0.016307,-0.859771,2.207874,0.210000,0.140000,0.650000,RANGE,1,MEAN_REVERSION,0,80,0.044574,-0.290472,-0.884061,0,SL,-20.000000,6
R_100_1764468600015_254,R_100,1759080060,2025-09-28T17:21:00.000Z,17,0,21,1,PUT,0,1184.850000,1184.470000,1184.850000,1182.850000,1184.850000,58.080000,57.960000,1188.249189,1181.421500,1174.593811,54.840000,61.500000,15.159546,1181.526500,1180.651500,0.011558,1.155843,0.502147,0.286888,0.865611,0.120000,-6.660000,3.240000,0.074112,0.281289,2.412614,0.190000,0,0.810000,RANGE,1,MEAN_REVERSION,0,80,0.004220,-0.006751,0.664384,1,TP,32.000000,20
R_100_1764468600015_255,R_100,1759088160,2025-09-28T19:36:00.000Z,19,0,36,1,PUT,0,1167.690000,1166.410000,1167.690000,1164.780000,1167.690000,70.540000,68.100000,1167.296297,1158.620500,1149.944703,51.550000,42.150000,24.368077,1174.570500,1175.388000,0.014976,1.497608,1.045379,-0.033716,1.519692,2.440000,9.400000,18.990000,-0.069552,-0.585789,2.599224,0.439863,0,0.560137,BEARISH_TREND,0,MOMENTUM,1,85,0.125190,0.559771,0.907370,0,SL,-20.000000,13
R_100_1764468600015_256,R_100,1759089780,2025-09-28T20:03:00.000Z,20,0,3,1,PUT,0,1182.480000,1181.200000,1182.640000,1181.120000,1182.480000,70.600000,68.490000,1188.090810,1176.820000,1165.549190,63,66.600000,20.796528,1174.655500,1175.006000,0.019155,1.915469,0.502182,0.474495,1.431805,2.110000,-3.600000,7.600000,-0.029830,0.666110,2.310554,0.842105,0.105263,0.052632,BEARISH_TREND,0,MOMENTUM,1,85,0.104974,-0.098847,0.975185,1,TP,32.000000,13
R_100_1764468600015_257,R_100,1759100040,2025-09-28T22:54:00.000Z,22,0,54,0,CALL,1,1152.550000,1152.040000,1152.550000,1150.560000,1152.550000,32.250000,29.480000,1165.333106,1157.714000,1150.094894,30.180000,33.900000,16.067609,1167.799000,1169.232500,0.013162,1.316233,-0.677770,1.109115,0.213015,2.770000,-3.720000,2.070000,-0.122602,-1.305790,2.249903,0.256281,0,0.743719,RANGE,1,MEAN_REVERSION,0,80,0.062509,-0.331206,-0.709006,0,TIMEOUT,-18.914581,30
